"BusNameMarker:
ID","BusNameMarker:
Name","BusNameMarker:
Path","BusNameMarker:
BusNumber","BusNameMarker:
InternalId","BusNameMarker:
Parent","BusNameMarker:
ObjectType","ConnectivityNode:
Path","ConnectivityNode:
InternalId","ConnectivityNode:
Name","BusNameMarker:
ConnectivityNodeHasABusNameMarker:
ConnectivityNode:
ID","ConnectivityNode:
Parent","ConnectivityNode:
ObjectType"
_D548EB5E-EEB6-4A3F-AC30-533E0EA1B880,05   FED,Network/ReportingGroups/RG_NTE/05   FED,,44435007,_F6FE335F-93EB-410A-B33F-11995B26A016,BusNameMarker,,,,,,
_F70D44DC-D2DC-47C6-B20C-BF2918DFE569,02   TMD,Network/ReportingGroups/RG_ORI/02   TMD,,44436509,_DD646B07-97AE-48E9-8DDE-D35D4F591993,BusNameMarker,,,,,,
_F7209723-5583-4BED-9906-983ED4AABB3C,08   VAD,Network/ReportingGroups/RG_PEN/08   VAD,,44437308,_76D0AE3C-5478-47A1-91D5-14C8684EEC71,BusNameMarker,,,,,,
_0F54EA60-BD54-4DAE-B8C8-292692A1145B,08   BEL,Network/ReportingGroups/RG_BEL/08   BEL,,44437309,_107ABAA4-1E00-4BF8-A216-22C067F05324,BusNameMarker,,,,,,
_1D737FD5-59D7-4F7D-B460-D2541A18B6BF,09   LBR,Network/ReportingGroups/RG_GUA/09   LBR,,44437428,_FB8D580D-576F-405B-B00D-B4FD49F98170,BusNameMarker,,,,,,
_C1232A88-0F9C-498C-82D9-54466CC4ECEB,06   HUI,Network/ReportingGroups/RG_NES/06   HUI,,44437627,_51781422-077E-49D2-814F-6BCFE2C67B30,BusNameMarker,,,,,,
_6FDFCC7B-80EE-4800-B5CB-3FF118F62DC6,05   VCU-34.,Network/ReportingGroups/RG_NTE/05   VCU-34.,,44936727,_F6FE335F-93EB-410A-B33F-11995B26A016,BusNameMarker,Network/Companies/SIN/05NTE/05   EOT/34.5/05   VCU B1  34.5  A_CN,38168258,05   VCU B1  34.5  A_CN,_40a111f6-8d44-4f29-9f51-c365d6401839,_f90d3280-ae6d-4406-a0d8-431c3c83652c,ConnectivityNode
_D14ACE9D-DF03-4645-AF3E-59EEBDBE5462,05   VCT-34.,Network/ReportingGroups/RG_NTE/05   VCT-34.,,44936728,_F6FE335F-93EB-410A-B33F-11995B26A016,BusNameMarker,Network/Companies/SIN/05NTE/05   EOT/34.5/05   VCT B1  34.5  A_CN,38168257,05   VCT B1  34.5  A_CN,_3d53e4d2-42ae-458e-b90d-cbc5b3142613,_f90d3280-ae6d-4406-a0d8-431c3c83652c,ConnectivityNode
_368FB63B-66FF-4CBB-AE36-71A826FF218A,05   VCD-34.,Network/ReportingGroups/RG_NTE/05   VCD-34.,,44936729,_F6FE335F-93EB-410A-B33F-11995B26A016,BusNameMarker,Network/Companies/SIN/05NTE/05   EOT/34.5/05   VCD B1  34.5  A_CN,38168256,05   VCD B1  34.5  A_CN,_4c76e2a6-83f6-4f8f-9100-34dedfb1d571,_f90d3280-ae6d-4406-a0d8-431c3c83652c,ConnectivityNode
_78E1DBCC-55B7-4F27-BCDC-4611DC1C2E26,02   TVP-U1,Network/ReportingGroups/RG_ORI/02   TVP-U1,,44936745,_DD646B07-97AE-48E9-8DDE-D35D4F591993,BusNameMarker,Network/Companies/SIN/02ORI/02VERTVS/13.8/02VERTVS B1  13.8  A_CN,1185514,02VERTVS B1  13.8  A_CN,_3221b942-fd3f-4f58-a694-97ecab10f4e4,_adb38285-da96-4d1f-bf67-c661372cc55c,ConnectivityNode
_F1576AAF-BDD8-465C-8F2A-BD72A2B1A3A5,01   OTM-230,Network/ReportingGroups/RG_CEL/01   OTM-230,,44936810,_E49C9848-DE91-444E-9C88-6A1A35FB6351,BusNameMarker,,,,,,
_A016FD4F-0CF7-4F69-931C-E805C540A105,03   GRH-115,Network/ReportingGroups/RG_OCC/03   GRH-115,,44937149,_DD71E893-B253-4B28-B64A-CA00C7005BAE,BusNameMarker,,,,,,
_1B993D18-FB27-4578-8A3D-455E3109F315,03   USM-115,Network/ReportingGroups/RG_OCC/03   USM-115,,44937150,_DD71E893-B253-4B28-B64A-CA00C7005BAE,BusNameMarker,,,,,,
_F008A616-C015-4202-B0C8-49E26090F5B6,03   CMX-T2,Network/ReportingGroups/RG_OCC/03   CMX-T2,,44937151,_DD71E893-B253-4B28-B64A-CA00C7005BAE,BusNameMarker,Network/Companies/SIN/03OCC/03JNYJ13/69/03JNYJ13 BD   69   0_CN,1331602,03JNYJ13 BD   69   0_CN,_4905eee7-96c6-496d-bdfb-09098c54cdcd,_60f96cb0-668f-44b8-b350-8db55e264ee7,ConnectivityNode
_9A3C6482-ED1F-476F-BFFA-0384543126A7,03   ALK-T1,Network/ReportingGroups/RG_OCC/03   ALK-T1,,44937152,_DD71E893-B253-4B28-B64A-CA00C7005BAE,BusNameMarker,Network/Companies/SIN/03OCC/03JNYJ18/69/03JNYJ18 BD  69   0_CN,1331651,03JNYJ18 BD  69   0_CN,_79f8eab2-4bc8-4f7b-a73e-344cd281c943,_42fdc356-d3c0-43a5-bf35-aa048367e08b,ConnectivityNode
_22309EF4-8257-411E-9C70-27FD0B90487A,03   ALS-T1,Network/ReportingGroups/RG_OCC/03   ALS-T1,,44937153,_DD71E893-B253-4B28-B64A-CA00C7005BAE,BusNameMarker,Network/Companies/SIN/03OCC/03JNYJ11/69/03JNYJ11 BD  69   0_CN,1331585,03JNYJ11 BD  69   0_CN,_32dd46ab-7c9c-45d7-a30f-885457c20e1c,_ce8ed4d3-7342-444a-b4c0-0dad061a9f50,ConnectivityNode
_51537BA2-C8A6-4384-83A8-AE1162F56202,03   CMX-T1,Network/ReportingGroups/RG_OCC/03   CMX-T1,,44937154,_DD71E893-B253-4B28-B64A-CA00C7005BAE,BusNameMarker,Network/Companies/SIN/03OCC/03JNYJ12/69/03JNYJ12 BD   69   0_CN,1331596,03JNYJ12 BD   69   0_CN,_39b22e1f-3cd5-4666-9f50-a55e822d0ef6,_47d4cc26-bfed-4221-8d9c-24387219974a,ConnectivityNode
_66146A72-F62F-4DD8-A4CC-225847208806,03   ENV-T1,Network/ReportingGroups/RG_OCC/03   ENV-T1,,44937155,_DD71E893-B253-4B28-B64A-CA00C7005BAE,BusNameMarker,Network/Companies/SIN/03OCC/03JNYJ14/69/03JNYJ14 BD   69   0_CN,1331608,03JNYJ14 BD   69   0_CN,_073f61d4-0541-408b-9f3e-c0862603a703,_a6a40f0f-453a-4684-99cb-d065fb9c774b,ConnectivityNode
_AC6651C2-19D9-463B-95CA-B1DE0BA664F4,03   BOQ-T1,Network/ReportingGroups/RG_OCC/03   BOQ-T1,,44937156,_DD71E893-B253-4B28-B64A-CA00C7005BAE,BusNameMarker,Network/Companies/SIN/03OCC/03QROS03/115/03QROS03 BD  115   0_CN,1366355,03QROS03 BD  115   0_CN,_c2f0320e-3d54-4057-8c0b-af9ed540cff2,_661467a8-86ab-4dfb-b849-c108929f60ed,ConnectivityNode
_831D939C-8ECD-4D39-9F92-DD66AA0AAA08,03   PPG-T1,Network/ReportingGroups/RG_OCC/03   PPG-T1,,44937157,_DD71E893-B253-4B28-B64A-CA00C7005BAE,BusNameMarker,,,,,,
_7B2AC754-F27A-4F9D-82CE-24858C5D0688,03   PER-T1,Network/ReportingGroups/RG_OCC/03   PER-T1,,44937158,_DD71E893-B253-4B28-B64A-CA00C7005BAE,BusNameMarker,,,,,,
_DC64AAB3-C1F2-47ED-9420-271A952FD373,01   TCC-230,Network/ReportingGroups/RG_CEL/01   TCC-230,,44937159,_E49C9848-DE91-444E-9C88-6A1A35FB6351,BusNameMarker,,,,,,
_BAB5D36B-4556-462D-B753-5863844621C7,07   TJI-138,Network/ReportingGroups/RG_BCA/07   TJI-138,,45195931,_B45B98E1-120E-4724-AB47-0352D241DBD1,BusNameMarker,,,,,,
_2D2645EE-9B78-4E9E-BCFC-8AE2D86E4290,07   TJI-69,Network/ReportingGroups/RG_BCA/07   TJI-69,,45195932,_B45B98E1-120E-4724-AB47-0352D241DBD1,BusNameMarker,,,,,,
_EA7E8C64-7DEC-4D47-BAC2-0F4DF6912B5D,07   TJI-230,Network/ReportingGroups/RG_BCA/07   TJI-230,20149,45195933,_B45B98E1-120E-4724-AB47-0352D241DBD1,BusNameMarker,Network/Companies/BCA/07BCA/07   TJ2/230/07   TJ2 B1  230.  A_CN,1445399,07   TJ2 B1  230.  A_CN,_0845ff16-902b-4e18-b484-5579115fcbf8,_0e4e57bc-1df5-4b07-bc13-7d4619d103bf,ConnectivityNode
_6836219B-E44C-4940-8A1F-5524A25E2F1B,07   IVY-9A_,Network/ReportingGroups/RG_WECC/07   IVY-9A_,40031,45195934,_19F0EC06-1095-475F-8684-830214246858,BusNameMarker,Network/Companies/WECC/07WEC/07SDGIVY/230/07   IVY B1  230.  A_CN,1916310,07   IVY B1  230.  A_CN,_c636ff6b-2109-41c4-886d-b1f5cd1d417a,_18fb39dd-dbd8-4403-a09a-868567244195,ConnectivityNode
_31CAF22A-5BA2-45AF-A675-1E0EC3AEC971,07   OMS-230,Network/ReportingGroups/RG_WECC/07   OMS-230,40101,45195935,_19F0EC06-1095-475F-8684-830214246858,BusNameMarker,Network/Companies/WECC/07WEC/07SDGOMS/230/07   OMS B1  230.  A_CN,1891381,07   OMS B1  230.  A_CN,_88ea27b4-c915-40fe-86f0-6ffbfce9e1aa,_9a4a1abe-278f-43d7-9a67-6baa559f3713,ConnectivityNode
_D17198AE-5EE5-424C-A38E-C5E3D6B6ADB0,07   RZC-161,Network/ReportingGroups/RG_BCA/07   RZC-161,,45195936,_B45B98E1-120E-4724-AB47-0352D241DBD1,BusNameMarker,,,,,,
_648AC815-D41B-415D-B73A-62ADC8B21413,03   QRP-AA,Network/ReportingGroups/RG_OCC/03   QRP-AA,34075,46106539,_DD71E893-B253-4B28-B64A-CA00C7005BAE,BusNameMarker,Network/Companies/SIN/03OCC/03QROQRP/400/03QROQRP B1  400   A_CN,1365511,03QROQRP B1  400   A_CN,_572bafdd-d227-4aa3-829e-3e1b4df3991d,_d236780c-9e66-4d9f-9126-b5ff60c44111,ConnectivityNode
_9C2EEE0C-0A18-4586-BBEE-DB9370C8EB4C,07   PJZ-9A_,Network/ReportingGroups/RG_BCA/07   PJZ-9A_,20001,46106732,_B45B98E1-120E-4724-AB47-0352D241DBD1,BusNameMarker,Network/Companies/BCA/07BCA/07   PJZ/230/07   PJZ B1  230.  A_CN,1425061,07   PJZ B1  230.  A_CN,_0b21451b-2de9-4260-b682-ebd17493aeb5,_f3bd6180-16cf-464c-b838-12ac17f8d4fb,ConnectivityNode
_8F9C7677-436E-4BA8-9145-A0F0B6DDA9E7,07   OLA A,Network/ReportingGroups/RG_BCS/07   OLA A,73120,46106773,_2908D716-9289-472F-87B7-DFF32004CFD8,BusNameMarker,Network/Companies/BCS/07LPZ/07LPZOLA/230/07   OLA B1 230   C,16490911,07   OLA B1 230   C,_11cb222c-9003-43a1-b4b5-0ccfd115249c,_a2a0cdbb-0f7a-4f7e-a5e4-4afa51550074,ConnectivityNode
_38010D75-4957-4D1B-84E5-B25E4F30887F,07   PXL A,Network/ReportingGroups/RG_BCS/07   PXL A,,46140103,_2908D716-9289-472F-87B7-DFF32004CFD8,BusNameMarker,,,,,,
_58DCBD2C-4446-41E8-8F39-100BA1B3CAF3,07   PXL B,Network/ReportingGroups/RG_BCS/07   PXL B,,46140104,_2908D716-9289-472F-87B7-DFF32004CFD8,BusNameMarker,,,,,,
_E3705909-98EB-4214-BEC5-603E47358A56,07   ROA-230,Network/ReportingGroups/RG_BCA/07   ROA-230,20118,47657850,_B45B98E1-120E-4724-AB47-0352D241DBD1,BusNameMarker,Network/Companies/BCA/07BCA/07   ROA/230/07   ROA B1  230.  A_CN,1430156,07   ROA B1  230.  A_CN,_ad33e197-0ad4-4ae9-9b66-932e2cc26da0,_06bc04e0-cbae-4dc6-acbb-4ce3e76dcaa5,ConnectivityNode
_72FA627F-3415-463A-855C-E1CDFB33F60A,07   TJI-9A,Network/ReportingGroups/RG_BCA/07   TJI-9A,70513,47733270,_B45B98E1-120E-4724-AB47-0352D241DBD1,BusNameMarker,Network/Companies/BCA/07BCA/07   TJD/230/07   TJD BD  230.  A_CN,1539743,07   TJD BD  230.  A_CN,_c06ddc24-f749-4c2a-abc6-d43270ecedfb,_d9970de7-439f-4aca-b089-870848159fc0,ConnectivityNode
_70037568-D805-4800-B54D-7A19911E199D,07   OMS-9B,Network/ReportingGroups/RG_WECC/07   OMS-9B,77109,48793909,_19F0EC06-1095-475F-8684-830214246858,BusNameMarker,Network/Companies/WECC/07WEC/07SDGOMS/230/07   OMS B2  230.  B_CN,1891382,07   OMS B2  230.  B_CN,_80763a52-470a-4b5c-8a2d-d961122300de,_9a4a1abe-278f-43d7-9a67-6baa559f3713,ConnectivityNode
_80804586-F6CF-42DE-B613-4F4BB1046010,07   OMS-9C,Network/ReportingGroups/RG_WECC/07   OMS-9C,,48793910,_19F0EC06-1095-475F-8684-830214246858,BusNameMarker,Network/Companies/WECC/07WEC/07SDGOMS/230/07   OMS BD  230.  4_CN,1891385,07   OMS BD  230.  4_CN,_10496c70-5c80-4e10-b52f-92f9afafcbc3,_9a4a1abe-278f-43d7-9a67-6baa559f3713,ConnectivityNode
_FE51A9D9-3655-47CF-A59C-335DDC1B396F,07   OMS-9X,Network/ReportingGroups/RG_WECC/07   OMS-9X,77110,48805031,_19F0EC06-1095-475F-8684-830214246858,BusNameMarker,Network/Companies/WECC/07WEC/07SDGOMS/230/07   OMS BD  230.  X_CN,1891386,07   OMS BD  230.  X_CN,_b1cb25d4-0743-4d8b-aa77-c70c104fcf53,_9a4a1abe-278f-43d7-9a67-6baa559f3713,ConnectivityNode
_088c72d9-21df-4856-b706-94efee303379,06   PLX-7c,Network/ReportingGroups/RG_NES/06   PLX-7c,60897,50667862,_51781422-077E-49D2-814F-6BCFE2C67B30,BusNameMarker,Network/Companies/SIN/06NES/06   PLX/115/06   PLX BD  115.  c__CN,38382589,06   PLX BD  115.  c__CN,_ad6d70c9-dce2-4475-9796-d785f17caaba,_5fadd39a-9a29-43b5-973d-8dcad16b4a49,ConnectivityNode
_d6f0065a-17ad-4201-97ed-c00c0c6f9678,08   PJU-4b,Network/ReportingGroups/RG_PEN/08   PJU-4b,829320,50667863,_76D0AE3C-5478-47A1-91D5-14C8684EEC71,BusNameMarker,Network/Companies/SIN/08PEN/08CNCPJU/13.8/08CNCPJU BD  13.8  b__CN,980496,08CNCPJU BD  13.8  b__CN,_8c625419-a841-4308-8422-9b317d8bb6d9,_7c932190-42ae-4d60-a3ca-f6fedff942fd,ConnectivityNode
_07b40a39-87ea-4dc4-bc60-101f8e3eb139,01   CHN-9A,Network/ReportingGroups/RG_CEL/01   CHN-9A,10185,50667864,_E49C9848-DE91-444E-9C88-6A1A35FB6351,BusNameMarker,Network/Companies/SIN/01CEL/01   CHN/230/01   CHN B1 230   A_CN,774092,01   CHN B1 230   A_CN,_f69f10cb-b7e5-4d82-b2ff-e104322eb441,_2978cf28-ede4-4054-84ae-3445cb31041d,ConnectivityNode
_ea107501-45c0-43f1-a079-94c1f8fb845a,01   HTC-7B,Network/ReportingGroups/RG_CEL/01   HTC-7B,100066,50667865,_E49C9848-DE91-444E-9C88-6A1A35FB6351,BusNameMarker,Network/Companies/SIN/01CEL/01   HTC/85/01   HTC B2  85    B_CN,800794,01   HTC B2  85    B_CN,_2e514842-0f6f-4f38-b383-07d354f0c178,_f72f55d6-d226-44b1-b899-a1847cc74545,ConnectivityNode
_5c94e9a9-b6b4-4166-8252-b51ff4f53724,03   VID-6A,Network/ReportingGroups/RG_OCC/03   VID-6A,31526,50667866,_DD71E893-B253-4B28-B64A-CA00C7005BAE,BusNameMarker,Network/Companies/SIN/03OCC/03JNYVID/69/03JNYVID B1   69   A_CN,1350392,03JNYVID B1   69   A_CN,_56cb3d93-631d-48e7-89f0-7742a2509ce3,_3e0e532e-1de2-47bc-854b-010203c05421,ConnectivityNode
_c5cd49df-8396-43e7-8295-1eca6fd93481,04   CMI-7B,Network/ReportingGroups/RG_NOR/04   CMI-7B,46621,50667867,_31C26C5C-048F-48D3-B7F2-8329FE533721,BusNameMarker,Network/Companies/SIN/04NOR/04   CMI/115/04   CMI B2  115   B_CN,51656927,04   CMI B2  115   B_CN,_2F484DAC-A3DF-48C4-958B-C134CBD4F998,_859F17A4-F315-41E3-A16A-25B55A74285C,ConnectivityNode
_c5cd49df-8396-43e7-8295-1eca6fd93481,04   CMI-7B,Network/ReportingGroups/RG_NOR/04   CMI-7B,46621,50667867,_31C26C5C-048F-48D3-B7F2-8329FE533721,BusNameMarker,Network/Companies/SIN/04NOR/04CULCMI/115/04CULCMI B2  115   B_CN,38267465,04CULCMI B2  115   B_CN,_efc868b0-c72e-4a4f-9299-2b8d9e9784f6,_67ef55ae-c10b-40c4-9dd8-080c4e723036,ConnectivityNode
_b453bfac-30a4-429c-a717-466c446b8507,02   CIV-5A,Network/ReportingGroups/RG_ORI/02   CIV-5A,26517,50667868,_DD646B07-97AE-48E9-8DDE-D35D4F591993,BusNameMarker,Network/Companies/SIN/02ORI/02GMOCIV/23/02GMOCIV B1  23    A_CN,1075795,02GMOCIV B1  23    A_CN,_d403b35a-e2a9-4bcd-b25b-050c154f52db,_682b9594-3246-4afc-b3fb-83c342512db4,ConnectivityNode
_c24993ab-682f-4654-b4c1-743805f69eb3,06   TPC-1b,Network/ReportingGroups/RG_NES/06   TPC-1b,66479,50667869,_51781422-077E-49D2-814F-6BCFE2C67B30,BusNameMarker,Network/Companies/SIN/06NES/06HUATPC/1/06HUATPC BD  1.0   b__CN,1848028,06HUATPC BD  1.0   b__CN,_3cc05997-edc9-4f43-994d-04386d840f7d,_4f4bb438-129c-41e1-b329-46ce621db4a2,ConnectivityNode
_9cb8535b-8847-4cc9-9dea-4a135cf2bdf5,03   PTI-5A,Network/ReportingGroups/RG_OCC/03   PTI-5A,331461,50667870,_DD71E893-B253-4B28-B64A-CA00C7005BAE,BusNameMarker,Network/Companies/SIN/03OCC/03GTOPTI/34.5/03GTOPTI B1  34.5  A_CN,1312019,03GTOPTI B1  34.5  A_CN,_c026672d-b379-43b6-83db-7390a04ee8d1,_eb388b90-96d7-4664-bce1-f50db3464ba3,ConnectivityNode
_5fb99dd7-d968-42c9-9ca9-c49ddfa29fc6,02   PSO-4A,Network/ReportingGroups/RG_ORI/02   PSO-4A,21174,50667871,_DD646B07-97AE-48E9-8DDE-D35D4F591993,BusNameMarker,Network/Companies/SIN/02ORI/02SURPSO/13.8/02SURPSO B1  13.8  A_CN,1147539,02SURPSO B1  13.8  A_CN,_03ba8030-c901-4be8-9e86-b7f354c56310,_679e1ed2-8bf7-440b-aed8-60e7c445dc69,ConnectivityNode
_596c0bdd-e541-46a2-b04b-6f8567051b4a,02   GBA-7A,Network/ReportingGroups/RG_ORI/02   GBA-7A,23112,50667872,_DD646B07-97AE-48E9-8DDE-D35D4F591993,BusNameMarker,Network/Companies/SIN/02ORI/02VERGBA/115/02VERGBA B1  115   A_CN,1167329,02VERGBA B1  115   A_CN,_1e2841af-a58d-48c8-ac0f-e31552166a5f,_eedff600-ab84-44f1-a492-a3480f573caa,ConnectivityNode
_eef7930f-25e5-410f-9d06-17cef4bd2e8f,05   VCM-7B,Network/ReportingGroups/RG_NTE/05   VCM-7B,53949,50667873,_F6FE335F-93EB-410A-B33F-11995B26A016,BusNameMarker,Network/Companies/SIN/05NTE/05CGOVCM/115/05CGOVCM B2  115.  B_CN,1618356,05CGOVCM B2  115.  B_CN,_501185df-388d-47cb-b61f-3e19e008c3d9,_eff9366e-1b67-4a67-af50-2c62c0b2acb8,ConnectivityNode
_917e7c19-d9d9-436a-a383-a2da5a88e6c0,08   DZT-AA,Network/ReportingGroups/RG_PEN/08   DZT-AA,80801,50667874,_76D0AE3C-5478-47A1-91D5-14C8684EEC71,BusNameMarker,Network/Companies/SIN/08PEN/08   DZT/400/08   DZT B1  400   A_CN,895744,08   DZT B1  400   A_CN,_e785d7c1-104f-4680-a6ef-8639abf9ca36,_6d33397c-443b-437f-bd4c-ff8676dc105c,ConnectivityNode
_0f82a6e5-fa4c-47bf-9046-a16fc4e40946,02   SUD-9A,Network/ReportingGroups/RG_ORI/02   SUD-9A,20452,50667875,_DD646B07-97AE-48E9-8DDE-D35D4F591993,BusNameMarker,Network/Companies/SIN/02ORI/02   SUD/230/02   SUD B1  230   A_CN,1049358,02   SUD B1  230   A_CN,_6f67f371-cf30-4890-ba8a-b6ab8168434b,_2064901e-f738-451b-a2db-67acca03a908,ConnectivityNode
_c372eb4e-adc2-4588-9984-33b45f968487,02   FUE-4B,Network/ReportingGroups/RG_ORI/02   FUE-4B,24025,50667876,_DD646B07-97AE-48E9-8DDE-D35D4F591993,BusNameMarker,Network/Companies/SIN/02ORI/02PTXFUE/13.8/02PTXFUE B2  13.8  B_CN,1103310,02PTXFUE B2  13.8  B_CN,_eedfbaae-9c34-4e8b-9813-29674160a5c3,_eb4b8510-12ea-41d5-b076-3dc6b54ea97c,ConnectivityNode
_73cb484d-4b11-4b05-9f00-08b92e1e889a,03   ANN-4A,Network/ReportingGroups/RG_OCC/03   ANN-4A,355401,50667877,_DD71E893-B253-4B28-B64A-CA00C7005BAE,BusNameMarker,Network/Companies/SIN/03OCC/03COCANN/13.8/03COCANN B1  13.8  A_CN,1266477,03COCANN B1  13.8  A_CN,_28d4d630-d6be-4e58-900c-92fccfe53723,_79a13c68-3aff-48f3-a320-3016cd2a653f,ConnectivityNode
_b95c2ff3-a925-455f-9fb2-83a03708366c,06   REC-51,Network/ReportingGroups/RG_NES/06   REC-51,630045,50667878,_51781422-077E-49D2-814F-6BCFE2C67B30,BusNameMarker,Network/Companies/SIN/06NES/06   REC/20/06   REC BD  20.0  1_CN,1759806,06   REC BD  20.0  1_CN,_bdc91e03-3590-45cc-a4e1-98c9e514cb45,_7ab2b00a-8352-4c15-9836-2bb832dfda21,ConnectivityNode
_0dcbb2e7-6c9c-4ba2-8ba2-2287e37f90d9,02   QMD-7A,Network/ReportingGroups/RG_ORI/02   QMD-7A,26119,50667879,_DD646B07-97AE-48E9-8DDE-D35D4F591993,BusNameMarker,Network/Companies/SIN/02ORI/02GMOQMD/115/02GMOQMD B1  115   A_CN,1087671,02GMOQMD B1  115   A_CN,_9b29f908-d4eb-41ea-af38-420570410e9f,_c2764b87-b91c-4ac3-badd-c379023298ae,ConnectivityNode
_9b4b8591-67a6-4445-9d7a-193c76881cce,03   STF-9B,Network/ReportingGroups/RG_OCC/03   STF-9B,335031,50667880,_DD71E893-B253-4B28-B64A-CA00C7005BAE,BusNameMarker,Network/Companies/SIN/03OCC/03QROSTF/230/03QROSTF B2  230   B_CN,1371619,03QROSTF B2  230   B_CN,_6687ee9d-d706-4ae0-9e69-584ed21c0504,_a3a2b426-529a-498e-88c4-eb793001952b,ConnectivityNode
_1f3fe016-17b7-406c-bda6-7e3f9064d45b,05   COM-7A,Network/ReportingGroups/RG_NTE/05   COM-7A,54812,50667881,_F6FE335F-93EB-410A-B33F-11995B26A016,BusNameMarker,Network/Companies/SIN/05NTE/05CUACOM/115/05CUACOM B1  115.  A_CN,1621784,05CUACOM B1  115.  A_CN,_357b0c35-105f-4380-89d6-b45f60b384f7,_e5042f99-b3f0-4446-85c9-f8382e4e6e26,ConnectivityNode
_1ebdfdfc-54d9-446b-8581-d924483ed1a5,02   ATZ-7A,Network/ReportingGroups/RG_ORI/02   ATZ-7A,24069,50667882,_DD646B07-97AE-48E9-8DDE-D35D4F591993,BusNameMarker,Network/Companies/SIN/02ORI/02PTXATZ/115/02PTXATZ B1  115   A_CN,1097740,02PTXATZ B1  115   A_CN,_6efa5768-0152-475d-867c-427d1acab8c8,_82dfef1b-ec6e-4ebe-8159-7b328b648eff,ConnectivityNode
_1b7c08a8-b3b4-4ac9-b1d8-65a7ccc791fa,03   VQE-5B,Network/ReportingGroups/RG_OCC/03   VQE-5B,385541,50667883,_DD71E893-B253-4B28-B64A-CA00C7005BAE,BusNameMarker,Network/Companies/SIN/03OCC/03   VQE/23/03   VQE B2  23    B_CN,1232479,03   VQE B2  23    B_CN,_c1fcfe37-a099-43a3-84ef-430819e419bf,_eaba2975-f23b-4bbb-911b-89f850b0ceae,ConnectivityNode
_0e2c63c9-ebc9-46b2-9278-adb52bf68e99,01   INF-45,Network/ReportingGroups/RG_CEL/01   INF-45,10057,50667884,_E49C9848-DE91-444E-9C88-6A1A35FB6351,BusNameMarker,Network/Companies/SIN/01CEL/01   INF/13.8/01   INF BG 13.8  5_CN,801701,01   INF BG 13.8  5_CN,_699aa847-936f-4ed6-8e75-db2cb9479217,_a54304f5-490a-4609-bf10-cb76d834a757,ConnectivityNode
_cec5f009-aaeb-4fd9-aad1-300f7d3077bb,06   ADC-8B,Network/ReportingGroups/RG_NES/06   ADC-8B,61239,50667885,_51781422-077E-49D2-814F-6BCFE2C67B30,BusNameMarker,Network/Companies/SIN/06NES/06   ADC/138/06   ADC B2  138.  B_CN,1664374,06   ADC B2  138.  B_CN,_126259eb-04d5-4146-b322-1b9586f2ecc1,_25908f66-c13f-41be-b230-ee4cc3ed7dec,ConnectivityNode
_fa8cdce8-b4c9-4ead-8a80-fb454712b5d8,03   SJR-7A,Network/ReportingGroups/RG_OCC/03   SJR-7A,34630,50667886,_DD71E893-B253-4B28-B64A-CA00C7005BAE,BusNameMarker,Network/Companies/SIN/03OCC/03QROSJR/115/03QROSJR B1  115   A_CN,1370540,03QROSJR B1  115   A_CN,_d251c08b-c446-4dcc-a67a-24cdcc827793,_a4d97386-82de-40dc-92f4-f56d8b38d6ff,ConnectivityNode
_cd32f7a4-d5b5-416b-8ced-e8be3438121e,06   TSS-53,Network/ReportingGroups/RG_NES/06   TSS-53,69509,50667887,_51781422-077E-49D2-814F-6BCFE2C67B30,BusNameMarker,Network/Companies/SIN/06NES/06   TSS/34.5/06   TSS BD  34.5  3_CN,1765542,06   TSS BD  34.5  3_CN,_c3646742-b13a-4790-ba12-10341d69678c,_9e182530-bc10-4f0f-8745-a304802da455,ConnectivityNode
_209929d1-a98a-40d5-b17a-3e19a64e1d10,03   SLI-4B,Network/ReportingGroups/RG_OCC/03   SLI-4B,325062,50667888,_DD71E893-B253-4B28-B64A-CA00C7005BAE,BusNameMarker,Network/Companies/SIN/03OCC/03CNTSLI/13.8/03CNTSLI B2  13.8  B_CN,1258924,03CNTSLI B2  13.8  B_CN,_89036492-e85c-4eaa-86ae-5e42041437bb,_7a5cb7c9-ff68-4d5f-a963-335c75c33879,ConnectivityNode
_71e61c07-ac42-4e35-9dfd-2ec23c2dd054,04   ESP-9B,Network/ReportingGroups/RG_NOR/04   ESP-9B,49943,50667889,_31C26C5C-048F-48D3-B7F2-8329FE533721,BusNameMarker,Network/Companies/SIN/04NOR/04   ESP/230/04   ESP B2  230   B_CN,1501758,04   ESP B2  230   B_CN,_c64354fd-fc43-40f4-84d0-b7399c4fe7b0,_d5e8e1ce-5d83-4f68-b275-c833e4b27e0a,ConnectivityNode
_48b3c727-fe87-4386-9d5a-071ef03e056d,03   TUE-56,Network/ReportingGroups/RG_OCC/03   TUE-56,322844,50667890,_DD71E893-B253-4B28-B64A-CA00C7005BAE,BusNameMarker,Network/Companies/SIN/03OCC/03   TUE/34.5/03   TUE G6  34.5  6_CN,1230462,03   TUE G6  34.5  6_CN,_84cb7583-7d0c-4b57-9999-485590687622,_58b1e44f-8662-4271-b3de-21390029e247,ConnectivityNode
