"ShuntCompensator:
ID","ShuntCompensator:
Name","ShuntCompensator:
Description","ShuntCompensator:
NAFlag","ShuntCompensator:
ShortID","ShuntCompensator:
InternalId","ShuntCompensator:
Parent","ShuntCompensator:
ObjectType"
_19522656-cd49-481a-a2d0-5242ba388291,CP-01,01   AAN CP-1 T01 006.3,true,C1,748831,_d21a08d7-1fb2-4ad0-9f39-82232e0e42af,ShuntCompensator
_f9ed1f24-0f10-4682-ad7b-4be79f0e5f90,CP-02,01   AAN CP-2 T02 006.3,true,C2,748833,_d21a08d7-1fb2-4ad0-9f39-82232e0e42af,ShuntCompensator
_4d051b2f-0c69-488c-802b-2d2d15f285a6,CP-03,01   AAN CP-3      015.0,true,C3,748938,_24ffac54-fdcf-4d65-8102-3142cbf83505,ShuntCompensator
_6ecf3c1d-aa3d-4729-b9ec-8830d5988982,CP-01,01   AGU CP-1 T01 012.6,true,C1,750464,_587ec8b8-789e-4721-976c-2c432e0d93f7,ShuntCompensator
_38917273-b164-4c49-82a1-59944502638f,CP-02,01   AGU CP-2 T02 012.6,true,C2,750466,_587ec8b8-789e-4721-976c-2c432e0d93f7,ShuntCompensator
_db6b44dc-569c-41f2-9648-e35bd1e7097d,CP-01,01   AGV CP-1 T01 006.3,true,C1,750813,_ac66defd-af0d-45ea-b354-94fcaa6bc024,ShuntCompensator
_953431a2-0a9f-4038-9b4d-b2faf994038a,CP-02,01   AGV CP-2 T02 012.6,true,C2,750815,_ac66defd-af0d-45ea-b354-94fcaa6bc024,ShuntCompensator
_b219d55f-c184-4924-ad50-f7614019fa57,CP-01,01   ANS CP-1 T01 012.6,true,C1,757538,_166bb403-f3dd-4b5b-a6a5-df8257b5f120,ShuntCompensator
_459e53f2-b23b-47fd-bb58-fed5c1b4b3c3,CP-02,01   ANS CP-2 T02 012.6,true,C2,757540,_166bb403-f3dd-4b5b-a6a5-df8257b5f120,ShuntCompensator
_757c5170-2549-4cb3-b6e2-f5403101eb11,CP-03,01   ANS CP-3 T03 012.6,true,C3,757542,_166bb403-f3dd-4b5b-a6a5-df8257b5f120,ShuntCompensator
_35f87e18-9308-4503-833b-c9a80e0771d9,CP-04,01   ANS CP-4 T04 012.6,true,C4,757544,_166bb403-f3dd-4b5b-a6a5-df8257b5f120,ShuntCompensator
_abe094e6-8717-47eb-9bd5-da7920bc0cc7,CP-01,01   APA CP -01    031.6,true,C1,758221,_150fb326-6df0-469b-bfb9-76a7ea9055ed,ShuntCompensator
_5a24378b-fad0-4ea5-9cd8-412db6b3d8dc,CP-01,01   ARA CP-1 T01 012.6,true,C1,758738,_979352a2-fd7b-48c2-8963-26a1be2e8e23,ShuntCompensator
_86f6d247-3c6c-4482-92da-b10a3649fdf4,CP-02,01   ARA CP-2 T02 012.6,true,C2,758740,_979352a2-fd7b-48c2-8963-26a1be2e8e23,ShuntCompensator
_7eefc0ed-06e7-47e9-8450-d7826cdea89d,CP-04,01   ARA CP-2 T03 006.3,true,C4,758742,_979352a2-fd7b-48c2-8963-26a1be2e8e23,ShuntCompensator
_399d12bb-342e-41e2-b4ea-db27057e7de9,CP-03,01   ARA CP-3 T04 006.3,true,C3,758744,_979352a2-fd7b-48c2-8963-26a1be2e8e23,ShuntCompensator
_c495dab7-82af-42b4-a3ea-119ef60e2857,CP-01,01   ATE CP -01,true,C1,761226,_de4f1de7-42ce-4ac1-b1f7-bcf9b55b7492,ShuntCompensator
_97c13dd7-7fa4-4925-a189-3f7dc78d71be,CP-02,01   ATE CP-2 T04 012.6,true,C2,761488,_779418b7-8112-49c1-be44-22fbad233cfa,ShuntCompensator
_1f8c711a-de31-4548-b34a-6854f3a966fe,CP-03,01   ATE CP-3 T05 012.6,true,C3,761490,_779418b7-8112-49c1-be44-22fbad233cfa,ShuntCompensator
_344bf493-a479-4978-ae0d-46311f6b4e8e,CP-04,01   ATE CP-4 T06 012.6,true,C4,761492,_779418b7-8112-49c1-be44-22fbad233cfa,ShuntCompensator
_a1f1b083-6153-4cbb-80e5-ffdc8e78e5d7,CP-01,01   ATI CP-1 T01 012.6,true,C1,763297,_1f7734de-6e6c-4ea1-8b79-5c17921e1a75,ShuntCompensator
_e94729c5-0e0e-4d7a-a57d-1d39a4cab8d8,CP-02,01   ATI CP-2 T02 012.6,true,C2,763299,_1f7734de-6e6c-4ea1-8b79-5c17921e1a75,ShuntCompensator
_25bfd121-249d-4e57-b110-47e4de284e3b,CP-03,01   ATI CP-3 T03 012.6,true,C3,763301,_1f7734de-6e6c-4ea1-8b79-5c17921e1a75,ShuntCompensator
_aaaf4283-1ba1-43c2-8042-48cbb42179f4,CP-01,01   ATK CP-1 T01 012.6,true,C1,763754,_fa34c0dd-a091-4212-8efa-2718a579cabf,ShuntCompensator
_d4aead63-fea0-4387-94e1-6fd84434b657,CP-02,01   ATK CP-2 T02 012.6,true,C2,763756,_fa34c0dd-a091-4212-8efa-2718a579cabf,ShuntCompensator
_372c458b-36fa-4f48-a600-80d646611612,CP-01,01   AUR CP-1 T05 012.6,true,C1,764514,_38bcbf52-ac4d-49c9-9fa0-810225c44d02,ShuntCompensator
_668d3238-e809-45d0-b68e-58a4ef72f159,CP-02,01   AUR CP-2 T04 012.6,true,C2,764516,_38bcbf52-ac4d-49c9-9fa0-810225c44d02,ShuntCompensator
_3c61584b-8bd1-4136-bf37-538b92a45d65,CP-03,01   AUR CP-3 T06 012.6,true,C3,764518,_38bcbf52-ac4d-49c9-9fa0-810225c44d02,ShuntCompensator
_106d3299-2ec3-417b-9874-614164479ee4,CP-01,01   AYO CP-1 T01 012.6,true,C1,765268,_ed8f8bfa-ffb9-4672-b107-b03ada6b2986,ShuntCompensator
_4e60eeb1-2b1c-42b0-98b7-89504e68020e,CP-02,01   AYO CP-2 T02 012.6,true,C2,765270,_ed8f8bfa-ffb9-4672-b107-b03ada6b2986,ShuntCompensator
_5faa0e0f-7325-46c9-be27-df21efc2d7fa,CP-03,01   AYO CP-3 T03 012.6,true,C3,765272,_ed8f8bfa-ffb9-4672-b107-b03ada6b2986,ShuntCompensator
_ec13582d-e990-4155-aafb-258d39ed4f5b,CP-01,01   AZC CP-1 T01 012.6,true,C1,765837,_765c7896-c847-4c46-9d48-57088a1f36ef,ShuntCompensator
_e60fa3ca-18f4-435e-a0c7-bb418b7501a8,CP-02,01   AZC CP-2 T02 012.6,true,C2,765839,_765c7896-c847-4c46-9d48-57088a1f36ef,ShuntCompensator
_bf7fe882-f86b-4b58-b8bc-09cd4a6cba1b,CP-03,01   AZC CP-3 T03 012.6,true,C3,765841,_765c7896-c847-4c46-9d48-57088a1f36ef,ShuntCompensator
_3197722d-bce4-4b60-b389-b3d1212f12d9,CP-01,01   BAR CP-1 T01 012.6,true,C1,766332,_205eb1d2-a117-4e1d-9914-e43d28ef5153,ShuntCompensator
_2bc0675d-5291-4f05-87e6-787bea5e3a75,CP-02,01   BAR CP-2 T02 012.6,true,C2,766334,_205eb1d2-a117-4e1d-9914-e43d28ef5153,ShuntCompensator
_cbe872ab-c431-44c1-9fb3-eeaf97276b52,CP-01,01   CAR CP-1 T01 012.0,true,C1,770748,_5bafed91-9401-4eca-bdd5-c10bd3d13b2b,ShuntCompensator
_95b9e8fa-8e71-4553-b494-b3aa9483da59,CP-02,01   CAR CP-2 T02 012.0,true,C2,770750,_5bafed91-9401-4eca-bdd5-c10bd3d13b2b,ShuntCompensator
_d78aed37-a2f2-4248-955d-ab4b1a85eaf2,CP-03,01   CAR CP-3 T03 012.0,true,C3,770752,_5bafed91-9401-4eca-bdd5-c10bd3d13b2b,ShuntCompensator
_f1483084-25c7-4ac0-bad5-a8f52c5bca33,CP-04,01   CAR CP-4 T04 012.0,true,C4,770754,_5bafed91-9401-4eca-bdd5-c10bd3d13b2b,ShuntCompensator
_7d845e69-67c0-437c-a3b2-ee77dc98c751,CP-01,01   CDS CP-1 T01 009.0,true,C1,771508,_1214bdd9-4bfb-4661-8dd6-cd1a575002fa,ShuntCompensator
_4ba3746a-8e9d-45a2-ad25-5b1c198815f5,CP-01,01   CEI CP-1 T01 012.6,true,C1,772393,_dff46556-2817-4efd-bcc2-95856c88766f,ShuntCompensator
_1c34b93e-1372-47a4-a329-86f77867c805,CP-02,01   CEI CP-2 T02 012.6,true,C2,772395,_dff46556-2817-4efd-bcc2-95856c88766f,ShuntCompensator
_5777f403-df07-443d-97ac-2612c9a09fc6,CP-01,01   CHA CP-1 T01 012.6,true,C1,773408,_ba0d5363-7fa8-4d15-80f1-31ada9ecec3a,ShuntCompensator
_893b6150-d8b2-457b-9642-b7cb40a6297d,CP-02,01   CHA CP-2 T02 006.3,true,C2,773410,_ba0d5363-7fa8-4d15-80f1-31ada9ecec3a,ShuntCompensator
_e816c8ef-b05c-476e-8a1d-7493c46290ac,CP-03,01   CHA CP-3 T03 006.3,true,C3,773412,_ba0d5363-7fa8-4d15-80f1-31ada9ecec3a,ShuntCompensator
_7e4891fe-7a53-4ec8-b522-dd5290dc992d,CP-04,01   CHA CP-4 T04 006.3,true,C4,773414,_ba0d5363-7fa8-4d15-80f1-31ada9ecec3a,ShuntCompensator
_25c37aa1-bce8-470b-af4b-41cff0529ce5,CP-01,01   CJM CP-1 T01 012.6,true,C1,774376,_3bcd4fb4-f372-4df3-ae2d-d9ac872bcebb,ShuntCompensator
_fb461e4a-a83d-46ee-93ff-184d02b0c7f9,CP-02,01   CJM CP-2 T02 012.6,true,C2,774378,_3bcd4fb4-f372-4df3-ae2d-d9ac872bcebb,ShuntCompensator
_605baa47-1973-4074-ae38-8e209c070d15,CP-03,01   CJM CP-3 T03 012.6,true,C3,774380,_3bcd4fb4-f372-4df3-ae2d-d9ac872bcebb,ShuntCompensator
_25402438-d692-43cd-aba1-730889f008e4,CP-01,01   COA CP-1 T01 012.6,true,C1,775468,_48232a09-8035-4b79-8b61-495c3fa0d205,ShuntCompensator
_6810e6e7-0782-482d-b7b8-be3d58bec4ab,CP-02,01   COA CP-2 T02 012.6,true,C2,775470,_48232a09-8035-4b79-8b61-495c3fa0d205,ShuntCompensator
_ffe5947d-d755-4da9-8f37-fac24fe06ab6,CP-03,01   COA CP-3 T03 012.6,true,C3,775472,_48232a09-8035-4b79-8b61-495c3fa0d205,ShuntCompensator
_88e943c5-9028-407d-896c-9cc848b9fc71,CP-02,01   COY CP-2 T02 012.6,true,C2,777508,_6a43815f-9773-4f1d-804d-c73a1a7ae717,ShuntCompensator
_ff927213-2257-4817-867a-519771d143c6,CP-03,01   COY CP-3 T01 012.6,true,C3,777510,_6a43815f-9773-4f1d-804d-c73a1a7ae717,ShuntCompensator
_aaf2ad6f-ff2a-4871-864c-4ef70f890311,CP-01,01   CPG CP-1 T01 012.6,true,C1,778081,_f1e1cdf9-f1ab-4cfe-a2cb-4b9fc2bbbc4d,ShuntCompensator
_650ef9b9-efbd-47bb-ba6a-36b83724243b,CP-02,01   CPG CP-2 T02 012.6,true,C2,778083,_f1e1cdf9-f1ab-4cfe-a2cb-4b9fc2bbbc4d,ShuntCompensator
_467ed701-10cc-42d2-b0ba-61ca4f38fb2e,CP-03,01   CPG CP-3 T03 012.6,true,C3,778085,_f1e1cdf9-f1ab-4cfe-a2cb-4b9fc2bbbc4d,ShuntCompensator
_886e6bfa-fc6e-4a77-b365-edd38404ff1a,CP-01,01   CRG CP-1 T06 012.6,true,C1,779124,_97a3dd2d-e1be-46fc-84ea-b85e95336d97,ShuntCompensator
_44b71c9e-7eaa-4be2-a789-030dafdc84a7,CP-02,01   CRG CP-2 T07 012.6,true,C2,779126,_97a3dd2d-e1be-46fc-84ea-b85e95336d97,ShuntCompensator
_bd032286-6943-4b82-906e-f86edd8cb63f,CP-01,01   CRS CP-1 T01 012.6,true,C1,780147,_92f986f8-67e0-408e-aff4-a9d136cb18bb,ShuntCompensator
_93b31976-2ab0-4d2e-b073-f11bcde8001f,CP-02,01   CRS CP-2 T02 012.6,true,C2,780149,_92f986f8-67e0-408e-aff4-a9d136cb18bb,ShuntCompensator
_64c118ca-15b8-429f-a175-74a899bed3be,CP-03,01   CRS CP-3 T03 012.6,true,C3,780151,_92f986f8-67e0-408e-aff4-a9d136cb18bb,ShuntCompensator
_7b53ae81-53cc-4c0b-93f0-ffba29776d90,CP-01,01   CRU CP-1 T05 003.9,true,C1,781103,_8251f21b-6f72-4f0f-b269-c1454b29145f,ShuntCompensator
_e20f2994-1b9d-4b85-8cd9-c837abeaa848,CP-02,01   CRU CP-2 T06 012.6,true,C2,781105,_8251f21b-6f72-4f0f-b269-c1454b29145f,ShuntCompensator
_76c953fc-84a2-4aa9-923d-dbb5ece7d99a,CP-03,01   CRU CP-3 T07 005.1,true,C3,781107,_8251f21b-6f72-4f0f-b269-c1454b29145f,ShuntCompensator
_94c09ce9-337f-45e2-a6e2-45c9de2b3ea6,CP-01,01   CTG CP-1 T01 012.6,true,C1,783468,_4a241c90-7f04-44dc-a17a-89d359be64d0,ShuntCompensator
_693360ee-68de-402e-bec1-ef7e2fcfd772,CP-02,01   CTG CP-2 T02 012.6,true,C2,783470,_4a241c90-7f04-44dc-a17a-89d359be64d0,ShuntCompensator
_e5671ac3-ebf8-4e36-9396-535b42b4f3b5,CP-03,01   CTG CP-3 T03 012.6,true,C3,783472,_4a241c90-7f04-44dc-a17a-89d359be64d0,ShuntCompensator
_732511ab-e613-44c3-a1bf-16e230159c8a,CP-01,01   CTT CP-1 T01 012.6,true,C1,784106,_e211b0cd-1878-4439-ae29-14b423066d7e,ShuntCompensator
_193b9e08-cfd9-4c69-81b7-a94ddcdbdaee,CP-02,01   CTT CP-2 T02 012.6,true,C2,784108,_e211b0cd-1878-4439-ae29-14b423066d7e,ShuntCompensator
_b631d180-dbc5-4465-87bb-8de6290281e1,CP-03,01   CTT CP-3 T03 012.6,true,C3,784110,_e211b0cd-1878-4439-ae29-14b423066d7e,ShuntCompensator
_92898e54-507b-4817-b101-d7e218a7e960,CP-04,01   CTT CP-4 T04 012.6,true,C4,784112,_e211b0cd-1878-4439-ae29-14b423066d7e,ShuntCompensator
_56d9f8f6-f9e0-43a9-9b21-1f6e1559e2bb,CP-01,01   CUL CP-1 T01 012.6,true,C1,785817,_d4704293-ac8a-4acf-86f0-2d2a7a2a9809,ShuntCompensator
_aa1dbf68-f37e-43f7-ab2f-d28bcd871a56,CP-02,01   CUL CP-2 T02 012.6,true,C2,785819,_d4704293-ac8a-4acf-86f0-2d2a7a2a9809,ShuntCompensator
_81412b8c-41e8-49d6-8fc8-109cb9d376e4,CP-01,01   CYO CP-1 T01 012.6,true,C1,792474,_f5584f82-825d-42f2-a5b5-6e8633df8a21,ShuntCompensator
_fd9c0d5d-0ab2-4f6f-9f57-fdeb8fb700c9,CP-02,01   CYO CP-2 T02 012.6,true,C2,792476,_f5584f82-825d-42f2-a5b5-6e8633df8a21,ShuntCompensator
_e0698b37-3053-40c5-976f-d8230c1c8088,CP-03,01   CYO CP-3 T03 012.6,true,C3,792478,_f5584f82-825d-42f2-a5b5-6e8633df8a21,ShuntCompensator
_79c8c690-0431-4e22-9307-49f3328705d2,CP-01,01   DAA CP-1 T01 009.0,true,C1,794208,_d3673d8a-4313-403f-a7a4-3d59e93b8f41,ShuntCompensator
_a9382c4e-d99e-45a7-8696-0c20829197b7,CP-02,01   DAA CP-2 T01 009.0,true,C2,794210,_d3673d8a-4313-403f-a7a4-3d59e93b8f41,ShuntCompensator
_562cf7ae-152b-46a8-a42b-c6f087ce181f,CP-01,01   DVA CP-1     009.0,true,C1,795737,_8561de55-4823-4813-bd42-46e1d4c6e8e2,ShuntCompensator
_5ea7bbda-07a5-4aec-8c74-6e6cd67f3b3f,CP-01,01   ECA CP-1 T01 012.6,true,C1,796057,_e9f1562a-b2ae-48ab-9a18-26a0082eb976,ShuntCompensator
_c6a5bb27-991e-4d89-b45d-9af9f229deec,CP-02,01   ECA CP-2 T02 012.6,true,C2,796059,_e9f1562a-b2ae-48ab-9a18-26a0082eb976,ShuntCompensator
_95f36b35-6de7-4093-9a0e-83e74ab19e19,CP-04,01   ECA CP-4 T02 012.6,true,C4,796061,_e9f1562a-b2ae-48ab-9a18-26a0082eb976,ShuntCompensator
_bd03f74f-860b-4bac-ab4d-e6854bdef7a4,CP-05,01   ECA CP-5 T03 012.6,true,C5,796063,_e9f1562a-b2ae-48ab-9a18-26a0082eb976,ShuntCompensator
_fa88aa30-1e6e-4e54-966d-93483450afab,CP-06,01   ECA CP-6 T03 012.6,true,C6,796065,_e9f1562a-b2ae-48ab-9a18-26a0082eb976,ShuntCompensator
_58c35670-68a1-4b58-9eeb-721e92b2d2be,CP-01,01   ECR CP-1 T01 012.6,true,C1,797732,_5d2174a5-8b3f-4abf-bc64-d3072b3c3b6f,ShuntCompensator
_f4b5e25c-bef2-463c-94a7-def2a7f7294e,CP-02,01   ECR CP-2 T02 012.6,true,C2,797734,_5d2174a5-8b3f-4abf-bc64-d3072b3c3b6f,ShuntCompensator
_fe0e6784-995b-457d-a7bd-400882ca0323,CP-03,01   ECR CP-3 T03 012.6,true,C3,797736,_5d2174a5-8b3f-4abf-bc64-d3072b3c3b6f,ShuntCompensator
_3976036b-3dc0-400f-abd7-c21a9cdbdb44,CP-01,01   EST CP-1 T01 012.6,true,C1,798657,_7c0f9aed-ed08-4662-9a25-6238739ff639,ShuntCompensator
_04e7cf19-26bb-4820-884a-9e3d4054879c,CP-02,01   EST CP-2 T02 012.6,true,C2,798659,_7c0f9aed-ed08-4662-9a25-6238739ff639,ShuntCompensator
_3022d90a-abaa-46e1-b5a7-06c46cd31b83,CP-03,01   EST CP-3 T03 006.3,true,C3,798661,_7c0f9aed-ed08-4662-9a25-6238739ff639,ShuntCompensator
_ba3fec79-8e76-47c4-9d1d-d776d232054a,CP-04,01   EST CP-4 T04 006.3,true,C4,798663,_7c0f9aed-ed08-4662-9a25-6238739ff639,ShuntCompensator
_20e8ffd0-2f65-41d3-922e-6d96bed90d59,CP-01,01   EVD CP-1 T01 012.6,true,C1,799383,_71e4f148-a22a-4ceb-b9a8-33734b09fce7,ShuntCompensator
_685f969c-c9b2-4b21-abc7-71a162221d8a,CP-02,01   EVD CP-2 T02 012.6,true,C2,799385,_71e4f148-a22a-4ceb-b9a8-33734b09fce7,ShuntCompensator
_49c3daf5-5907-41f2-807f-ce7504cba79f,CP-01,01   GUA CP-1 K21   006C,true,C1,800355,_14825e2c-9e82-42f0-bd42-cb61b41df4d4,ShuntCompensator
_0aa33a90-c3c8-494d-bbea-6c40adfc7262,CP-02,01   GUA CP-2 K22   006C,true,C2,800357,_14825e2c-9e82-42f0-bd42-cb61b41df4d4,ShuntCompensator
_712d22a8-653a-4de0-adb9-0974b05d7c25,CP-03,01   GUA CP-3 K23   006C,true,C3,800359,_14825e2c-9e82-42f0-bd42-cb61b41df4d4,ShuntCompensator
_3e09dfcf-c32e-4bfd-b81d-a03e2824aa99,CP-01,01   INS CP-1 T01 012.6,true,C1,803217,_715ec652-860b-4bad-ab76-7de7e0f1c522,ShuntCompensator
_9d2ab523-f6c2-4eff-ad57-247e25eaddef,CP-02,01   INS CP-2 T02 012.6,true,C2,803219,_715ec652-860b-4bad-ab76-7de7e0f1c522,ShuntCompensator
_7421a1bc-6979-4c07-8a16-46fae8ae67fd,CP-03,01   INS CP-3 T03 006.3,true,C3,803221,_715ec652-860b-4bad-ab76-7de7e0f1c522,ShuntCompensator
_72f2166e-f698-42b4-9c7d-a087a8b196af,CP-04,01   INS CP-4 T04 006.3,true,C4,803223,_715ec652-860b-4bad-ab76-7de7e0f1c522,ShuntCompensator
_2dc5ad9a-6779-41ab-91cb-91eb7b977c55,CP-01,01   IRO CP-1 T01 012.6,true,C1,803851,_d70e6928-adc2-4207-9f4b-45d3a3c361da,ShuntCompensator
_0eb21eb0-6885-4e71-8631-33dee6f17d7f,CP-02,01   IRO CP-2 T02 012.6,true,C2,803853,_d70e6928-adc2-4207-9f4b-45d3a3c361da,ShuntCompensator
_996f538a-6557-43e2-8e28-63ca4f6f4383,CP-01,01   IUN CP-1   004.0,true,C1,804331,_b59fc28d-c2d1-4cc2-8f6b-066ab0c2038c,ShuntCompensator
_3b0fcad5-efaa-4e97-b8ee-6a479d245bdd,CP-02,01   IUN CP-2   004.0,true,C2,804333,_b59fc28d-c2d1-4cc2-8f6b-066ab0c2038c,ShuntCompensator
_05ffa05c-b59e-4543-a4b3-b34bc7011b7c,CP-01,01   IXL CP-1 T01 012.6,true,C1,804603,_66c27e99-1cff-40eb-a9e5-e4dd9b9ceac8,ShuntCompensator
_eb1c4d89-743e-4e5b-bf13-a822178d3973,CP-02,01   IXL CP-2 T02 012.6,true,C2,804605,_66c27e99-1cff-40eb-a9e5-e4dd9b9ceac8,ShuntCompensator
_9f7da902-ee0a-4f20-ba71-6d2c1eebae68,CP-03,01   IXL CP-3 T03 012.6,true,C3,804607,_66c27e99-1cff-40eb-a9e5-e4dd9b9ceac8,ShuntCompensator
_dd822943-08d1-4920-8b58-a4008b076210,CP-01,01   IZT CP-1 T01 012.6,true,C1,805259,_b3267847-e5be-424f-9c4d-603a568c68e7,ShuntCompensator
_95b36d07-f7ff-4b35-8e8a-1bdfaade5442,CP-02,01   IZT CP-2 T02 012.6,true,C2,805261,_b3267847-e5be-424f-9c4d-603a568c68e7,ShuntCompensator
_4624fa04-3cf7-4b8d-af70-f40aad81eb47,CP-03,01   IZT CP-3 T03 012.6,true,C3,805263,_b3267847-e5be-424f-9c4d-603a568c68e7,ShuntCompensator
_a1c76a1d-bcf0-4ac2-9ce5-83cf28b25347,CP-03,01   JAM CP-3 T07 012.0,true,C3,807618,_e64f4560-f493-4f70-b662-5cbdf85381e0,ShuntCompensator
_5b2d87c8-c26f-490f-98db-ff60fad4ab30,CP-02,01   JAS CP-1 T03 012.6,true,C2,808493,_4c85977e-e370-4b54-918f-eac24058a7cc,ShuntCompensator
_212e61b9-122e-4151-973f-dbf76e47e62e,CP-01,01   JAS CP-1 T04 012.6,true,C1,808495,_4c85977e-e370-4b54-918f-eac24058a7cc,ShuntCompensator
_fa645c35-e5b0-4ced-898a-35f10d38897d,CP-01,01   JCP CP-1 T01 012.6,true,C1,809323,_13c9544d-0ccc-41bb-952b-8a629a3e7622,ShuntCompensator
_cfa94725-5a9b-4532-a113-97cd45ff2703,CP-02,01   JCP CP-2 T02 012.6,true,C2,809325,_13c9544d-0ccc-41bb-952b-8a629a3e7622,ShuntCompensator
_1c68c39c-673a-4496-a613-b02f67d92ec0,CP-01,01   JRB CP-1 T01 011.7,true,C1,810646,_cd950cf0-bb7f-413f-8150-c987119b7070,ShuntCompensator
_442c4602-473f-4558-8c74-83ae7ddc68bd,CP-02,01   JRB CP-2 T02 012.6,true,C2,810648,_cd950cf0-bb7f-413f-8150-c987119b7070,ShuntCompensator
_c5184c5d-1710-4adb-94a3-d23f806cc0be,CP-01,01   JUA CP-1 T01  006.3,true,C1,811034,_33a214f8-c623-4c11-bd61-ffb34b9ec7ab,ShuntCompensator
_28cad707-4abf-4eb8-97e8-13b308a8a847,CP-02,01   JUA CP-2 T02  006.3,true,C2,811036,_33a214f8-c623-4c11-bd61-ffb34b9ec7ab,ShuntCompensator
_fcbd78c3-f4b2-4107-aae5-3648d47ea412,CP-01,01   KCR CP-1 K21,true,C1,811625,_98dba5fa-dfd2-4fa5-80eb-3e9fe729c452,ShuntCompensator
_932e1f7a-ce25-483f-8b78-1bdd11ab8a9a,CP-02,01   KCR CP-2 K22,true,C2,811627,_98dba5fa-dfd2-4fa5-80eb-3e9fe729c452,ShuntCompensator
_f6a0c033-19a4-4e8b-bd92-a0e446cc28ec,CP-03,01   KCR CP-3 K23,true,C3,811629,_98dba5fa-dfd2-4fa5-80eb-3e9fe729c452,ShuntCompensator
_4a3ebcca-15ea-49be-b656-c72b9997b8ca,CP-01,01   LAP CP-1 T04 012.6,true,C1,812831,_a71f5fbe-2237-46c2-b087-b725f9e67f8e,ShuntCompensator
_77653765-0641-45dd-bace-c2fa1f451e3f,CP-02,01   LAP CP-2 T05 012.6,true,C2,812833,_a71f5fbe-2237-46c2-b087-b725f9e67f8e,ShuntCompensator
_e012cc13-30ce-4e73-b88b-fd0fe651e002,CP-01,01   LAQ CP-1 T01 006.3,true,C1,813363,_cdc5fa8d-7683-473e-bdff-054b09862645,ShuntCompensator
_1a3f58eb-b24b-4fc4-ba7f-b39a038564be,CP-02,01   LAQ CP-2 T02 006.3,true,C2,813365,_cdc5fa8d-7683-473e-bdff-054b09862645,ShuntCompensator
_fbe44ef0-59bb-4e55-8246-11834f376de6,RE-01,01   LCP RE-1 A3010 100I,true,R1,814095,_32054c3f-5d32-4235-8bb0-554719af3b0f,ShuntCompensator
_6230fe5a-cfc1-4d31-8cd9-d731a8964d76,CP-01,01   LDG CP-1 T01 006.3,true,C1,814963,_928330eb-e418-45ff-a1e3-c287384ad156,ShuntCompensator
_c7c215e0-c155-41a2-aea5-5d9df7e55bfa,CP-02,01   LDG CP-2 T02 006.3,true,C2,814965,_928330eb-e418-45ff-a1e3-c287384ad156,ShuntCompensator
_60065ca5-3f45-4725-82a9-81d119fd72c4,CP-01,01   LEC CP-1 T01   -12I,true,C1,815668,_cc32a4f5-fbbe-46f4-aa7d-c442414f2d9c,ShuntCompensator
_2ac7234b-7dc5-44b0-9800-4227059cb378,CP-02,01   LEC CP-2 T02   -12I,true,C2,815670,_cc32a4f5-fbbe-46f4-aa7d-c442414f2d9c,ShuntCompensator
_8ae40c59-de52-46f9-b433-f4e42110fd1a,CP-01,01   LOM CP-1 T01 012.6,true,C1,817466,_81335f84-c5cc-4beb-a23a-90351a904533,ShuntCompensator
_7c4e3730-0b4d-4cc1-ae6f-d2287c7e4c39,CP-02,01   LOM CP-2 T02 012.6,true,C2,817468,_81335f84-c5cc-4beb-a23a-90351a904533,ShuntCompensator
_2ac297d5-62b4-4637-b64d-1dc135f010af,CP-03,01   LOM CP-3 T03 012.6,true,C3,817470,_81335f84-c5cc-4beb-a23a-90351a904533,ShuntCompensator
_997cd692-4c3a-46a1-a87e-9c953cbf4aac,CP-01,01   LVE CP-1 T01 009.0,true,C1,818121,_c56c3769-fb5a-484e-ac4f-bfd674b05093,ShuntCompensator
_471c9895-82b0-42da-9fd6-78db2505a77e,CP-02,01   LVE CP-2 T02 009.0,true,C2,818123,_c56c3769-fb5a-484e-ac4f-bfd674b05093,ShuntCompensator
_8913e302-50f7-4a8b-9ce2-ab2f5051fca2,CP-01,01   MAD CP-1 T01 012.6,true,C1,818515,_588c4fd3-f5ce-419f-bb23-37e2ee56c526,ShuntCompensator
_ab290471-2d13-4b18-ae55-fb357633b388,CP-02,01   MAD CP-2 T02 009.1,true,C2,818517,_588c4fd3-f5ce-419f-bb23-37e2ee56c526,ShuntCompensator
_bc27c85b-2228-4e4a-a1d7-9ae0f9b7af3d,CP-03,01   MAD CP-3 T03 012.6,true,C3,818519,_588c4fd3-f5ce-419f-bb23-37e2ee56c526,ShuntCompensator
_3578337a-c55c-494a-b34c-caf8b0dd2762,CP-05,01   MAG CP   K81   -31I,true,C5,819107,_10cdfbca-e2f4-4e48-b68c-5d382100d17a,ShuntCompensator
_ac6a97e2-cd01-4a8b-959e-f3a601664590,CP-05,01   MAG CP-5 T05 012.6,true,C5,819347,_c007b88a-a0b0-44cb-a100-406054e96f32,ShuntCompensator
_e1489a06-4b60-4460-b5c7-d893c49ba892,CP-06,01   MAG CP-6 T06 012.6,true,C6,819349,_c007b88a-a0b0-44cb-a100-406054e96f32,ShuntCompensator
_8039e619-6989-4ada-9afb-95d1d8a92113,CP-07,01   MAG CP-7 T07 012.6,true,C7,819351,_c007b88a-a0b0-44cb-a100-406054e96f32,ShuntCompensator
