"ShuntCompensator:
ID","ShuntCompensator:
VoltageControlFlag","ShuntCompensator:
InternalId","ShuntCompensator:
Name","ShuntCompensator:
Parent","ShuntCompensator:
ObjectType","ShuntCompensator:
RegulatingCondEqRegulatesTerminal:
Terminal:
ID","Terminal:
InternalId","Terminal:
Name","Terminal:
Parent","Terminal:
ObjectType"
_19522656-cd49-481a-a2d0-5242ba388291,false,748831,CP-01,_d21a08d7-1fb2-4ad0-9f39-82232e0e42af,ShuntCompensator,,,,,
_f9ed1f24-0f10-4682-ad7b-4be79f0e5f90,false,748833,CP-02,_d21a08d7-1fb2-4ad0-9f39-82232e0e42af,ShuntCompensator,,,,,
_4d051b2f-0c69-488c-802b-2d2d15f285a6,false,748938,CP-03,_24ffac54-fdcf-4d65-8102-3142cbf83505,ShuntCompensator,,,,,
_6ecf3c1d-aa3d-4729-b9ec-8830d5988982,false,750464,CP-01,_587ec8b8-789e-4721-976c-2c432e0d93f7,ShuntCompensator,,,,,
_38917273-b164-4c49-82a1-59944502638f,false,750466,CP-02,_587ec8b8-789e-4721-976c-2c432e0d93f7,ShuntCompensator,,,,,
_db6b44dc-569c-41f2-9648-e35bd1e7097d,false,750813,CP-01,_ac66defd-af0d-45ea-b354-94fcaa6bc024,ShuntCompensator,,,,,
_953431a2-0a9f-4038-9b4d-b2faf994038a,false,750815,CP-02,_ac66defd-af0d-45ea-b354-94fcaa6bc024,ShuntCompensator,,,,,
_b219d55f-c184-4924-ad50-f7614019fa57,false,757538,CP-01,_166bb403-f3dd-4b5b-a6a5-df8257b5f120,ShuntCompensator,,,,,
_459e53f2-b23b-47fd-bb58-fed5c1b4b3c3,false,757540,CP-02,_166bb403-f3dd-4b5b-a6a5-df8257b5f120,ShuntCompensator,,,,,
_757c5170-2549-4cb3-b6e2-f5403101eb11,false,757542,CP-03,_166bb403-f3dd-4b5b-a6a5-df8257b5f120,ShuntCompensator,,,,,
_35f87e18-9308-4503-833b-c9a80e0771d9,false,757544,CP-04,_166bb403-f3dd-4b5b-a6a5-df8257b5f120,ShuntCompensator,,,,,
_abe094e6-8717-47eb-9bd5-da7920bc0cc7,false,758221,CP-01,_150fb326-6df0-469b-bfb9-76a7ea9055ed,ShuntCompensator,,,,,
_5a24378b-fad0-4ea5-9cd8-412db6b3d8dc,false,758738,CP-01,_979352a2-fd7b-48c2-8963-26a1be2e8e23,ShuntCompensator,,,,,
_86f6d247-3c6c-4482-92da-b10a3649fdf4,false,758740,CP-02,_979352a2-fd7b-48c2-8963-26a1be2e8e23,ShuntCompensator,,,,,
_7eefc0ed-06e7-47e9-8450-d7826cdea89d,false,758742,CP-04,_979352a2-fd7b-48c2-8963-26a1be2e8e23,ShuntCompensator,,,,,
_399d12bb-342e-41e2-b4ea-db27057e7de9,false,758744,CP-03,_979352a2-fd7b-48c2-8963-26a1be2e8e23,ShuntCompensator,,,,,
_c495dab7-82af-42b4-a3ea-119ef60e2857,true,761226,CP-01,_de4f1de7-42ce-4ac1-b1f7-bcf9b55b7492,ShuntCompensator,_94b96f0a-90e6-4d48-b571-d01a288ceac5,761100,T1,_93e5697e-8f63-4593-9ff8-e3aaed3d0e74,Terminal
_97c13dd7-7fa4-4925-a189-3f7dc78d71be,false,761488,CP-02,_779418b7-8112-49c1-be44-22fbad233cfa,ShuntCompensator,,,,,
_1f8c711a-de31-4548-b34a-6854f3a966fe,false,761490,CP-03,_779418b7-8112-49c1-be44-22fbad233cfa,ShuntCompensator,,,,,
_344bf493-a479-4978-ae0d-46311f6b4e8e,false,761492,CP-04,_779418b7-8112-49c1-be44-22fbad233cfa,ShuntCompensator,,,,,
_a1f1b083-6153-4cbb-80e5-ffdc8e78e5d7,false,763297,CP-01,_1f7734de-6e6c-4ea1-8b79-5c17921e1a75,ShuntCompensator,,,,,
_e94729c5-0e0e-4d7a-a57d-1d39a4cab8d8,false,763299,CP-02,_1f7734de-6e6c-4ea1-8b79-5c17921e1a75,ShuntCompensator,,,,,
_25bfd121-249d-4e57-b110-47e4de284e3b,false,763301,CP-03,_1f7734de-6e6c-4ea1-8b79-5c17921e1a75,ShuntCompensator,,,,,
_aaaf4283-1ba1-43c2-8042-48cbb42179f4,false,763754,CP-01,_fa34c0dd-a091-4212-8efa-2718a579cabf,ShuntCompensator,,,,,
_d4aead63-fea0-4387-94e1-6fd84434b657,false,763756,CP-02,_fa34c0dd-a091-4212-8efa-2718a579cabf,ShuntCompensator,,,,,
_372c458b-36fa-4f48-a600-80d646611612,false,764514,CP-01,_38bcbf52-ac4d-49c9-9fa0-810225c44d02,ShuntCompensator,,,,,
_668d3238-e809-45d0-b68e-58a4ef72f159,false,764516,CP-02,_38bcbf52-ac4d-49c9-9fa0-810225c44d02,ShuntCompensator,,,,,
_3c61584b-8bd1-4136-bf37-538b92a45d65,false,764518,CP-03,_38bcbf52-ac4d-49c9-9fa0-810225c44d02,ShuntCompensator,,,,,
_106d3299-2ec3-417b-9874-614164479ee4,false,765268,CP-01,_ed8f8bfa-ffb9-4672-b107-b03ada6b2986,ShuntCompensator,,,,,
_4e60eeb1-2b1c-42b0-98b7-89504e68020e,false,765270,CP-02,_ed8f8bfa-ffb9-4672-b107-b03ada6b2986,ShuntCompensator,,,,,
_5faa0e0f-7325-46c9-be27-df21efc2d7fa,false,765272,CP-03,_ed8f8bfa-ffb9-4672-b107-b03ada6b2986,ShuntCompensator,,,,,
_ec13582d-e990-4155-aafb-258d39ed4f5b,false,765837,CP-01,_765c7896-c847-4c46-9d48-57088a1f36ef,ShuntCompensator,,,,,
_e60fa3ca-18f4-435e-a0c7-bb418b7501a8,false,765839,CP-02,_765c7896-c847-4c46-9d48-57088a1f36ef,ShuntCompensator,,,,,
_bf7fe882-f86b-4b58-b8bc-09cd4a6cba1b,false,765841,CP-03,_765c7896-c847-4c46-9d48-57088a1f36ef,ShuntCompensator,,,,,
_3197722d-bce4-4b60-b389-b3d1212f12d9,false,766332,CP-01,_205eb1d2-a117-4e1d-9914-e43d28ef5153,ShuntCompensator,,,,,
_2bc0675d-5291-4f05-87e6-787bea5e3a75,false,766334,CP-02,_205eb1d2-a117-4e1d-9914-e43d28ef5153,ShuntCompensator,,,,,
_cbe872ab-c431-44c1-9fb3-eeaf97276b52,false,770748,CP-01,_5bafed91-9401-4eca-bdd5-c10bd3d13b2b,ShuntCompensator,,,,,
_95b9e8fa-8e71-4553-b494-b3aa9483da59,false,770750,CP-02,_5bafed91-9401-4eca-bdd5-c10bd3d13b2b,ShuntCompensator,,,,,
_d78aed37-a2f2-4248-955d-ab4b1a85eaf2,false,770752,CP-03,_5bafed91-9401-4eca-bdd5-c10bd3d13b2b,ShuntCompensator,,,,,
_f1483084-25c7-4ac0-bad5-a8f52c5bca33,false,770754,CP-04,_5bafed91-9401-4eca-bdd5-c10bd3d13b2b,ShuntCompensator,,,,,
_7d845e69-67c0-437c-a3b2-ee77dc98c751,false,771508,CP-01,_1214bdd9-4bfb-4661-8dd6-cd1a575002fa,ShuntCompensator,,,,,
_4ba3746a-8e9d-45a2-ad25-5b1c198815f5,false,772393,CP-01,_dff46556-2817-4efd-bcc2-95856c88766f,ShuntCompensator,,,,,
_1c34b93e-1372-47a4-a329-86f77867c805,false,772395,CP-02,_dff46556-2817-4efd-bcc2-95856c88766f,ShuntCompensator,,,,,
_5777f403-df07-443d-97ac-2612c9a09fc6,false,773408,CP-01,_ba0d5363-7fa8-4d15-80f1-31ada9ecec3a,ShuntCompensator,,,,,
_893b6150-d8b2-457b-9642-b7cb40a6297d,false,773410,CP-02,_ba0d5363-7fa8-4d15-80f1-31ada9ecec3a,ShuntCompensator,,,,,
_e816c8ef-b05c-476e-8a1d-7493c46290ac,false,773412,CP-03,_ba0d5363-7fa8-4d15-80f1-31ada9ecec3a,ShuntCompensator,,,,,
_7e4891fe-7a53-4ec8-b522-dd5290dc992d,false,773414,CP-04,_ba0d5363-7fa8-4d15-80f1-31ada9ecec3a,ShuntCompensator,,,,,
_25c37aa1-bce8-470b-af4b-41cff0529ce5,false,774376,CP-01,_3bcd4fb4-f372-4df3-ae2d-d9ac872bcebb,ShuntCompensator,,,,,
_fb461e4a-a83d-46ee-93ff-184d02b0c7f9,false,774378,CP-02,_3bcd4fb4-f372-4df3-ae2d-d9ac872bcebb,ShuntCompensator,,,,,
_605baa47-1973-4074-ae38-8e209c070d15,false,774380,CP-03,_3bcd4fb4-f372-4df3-ae2d-d9ac872bcebb,ShuntCompensator,,,,,
_25402438-d692-43cd-aba1-730889f008e4,false,775468,CP-01,_48232a09-8035-4b79-8b61-495c3fa0d205,ShuntCompensator,,,,,
_6810e6e7-0782-482d-b7b8-be3d58bec4ab,false,775470,CP-02,_48232a09-8035-4b79-8b61-495c3fa0d205,ShuntCompensator,,,,,
_ffe5947d-d755-4da9-8f37-fac24fe06ab6,false,775472,CP-03,_48232a09-8035-4b79-8b61-495c3fa0d205,ShuntCompensator,,,,,
_88e943c5-9028-407d-896c-9cc848b9fc71,false,777508,CP-02,_6a43815f-9773-4f1d-804d-c73a1a7ae717,ShuntCompensator,,,,,
_ff927213-2257-4817-867a-519771d143c6,false,777510,CP-03,_6a43815f-9773-4f1d-804d-c73a1a7ae717,ShuntCompensator,,,,,
_aaf2ad6f-ff2a-4871-864c-4ef70f890311,false,778081,CP-01,_f1e1cdf9-f1ab-4cfe-a2cb-4b9fc2bbbc4d,ShuntCompensator,,,,,
_650ef9b9-efbd-47bb-ba6a-36b83724243b,false,778083,CP-02,_f1e1cdf9-f1ab-4cfe-a2cb-4b9fc2bbbc4d,ShuntCompensator,,,,,
_467ed701-10cc-42d2-b0ba-61ca4f38fb2e,false,778085,CP-03,_f1e1cdf9-f1ab-4cfe-a2cb-4b9fc2bbbc4d,ShuntCompensator,,,,,
_886e6bfa-fc6e-4a77-b365-edd38404ff1a,false,779124,CP-01,_97a3dd2d-e1be-46fc-84ea-b85e95336d97,ShuntCompensator,,,,,
_44b71c9e-7eaa-4be2-a789-030dafdc84a7,false,779126,CP-02,_97a3dd2d-e1be-46fc-84ea-b85e95336d97,ShuntCompensator,,,,,
_bd032286-6943-4b82-906e-f86edd8cb63f,false,780147,CP-01,_92f986f8-67e0-408e-aff4-a9d136cb18bb,ShuntCompensator,,,,,
_93b31976-2ab0-4d2e-b073-f11bcde8001f,false,780149,CP-02,_92f986f8-67e0-408e-aff4-a9d136cb18bb,ShuntCompensator,,,,,
_64c118ca-15b8-429f-a175-74a899bed3be,false,780151,CP-03,_92f986f8-67e0-408e-aff4-a9d136cb18bb,ShuntCompensator,,,,,
_7b53ae81-53cc-4c0b-93f0-ffba29776d90,false,781103,CP-01,_8251f21b-6f72-4f0f-b269-c1454b29145f,ShuntCompensator,,,,,
_e20f2994-1b9d-4b85-8cd9-c837abeaa848,false,781105,CP-02,_8251f21b-6f72-4f0f-b269-c1454b29145f,ShuntCompensator,,,,,
_76c953fc-84a2-4aa9-923d-dbb5ece7d99a,false,781107,CP-03,_8251f21b-6f72-4f0f-b269-c1454b29145f,ShuntCompensator,,,,,
_94c09ce9-337f-45e2-a6e2-45c9de2b3ea6,false,783468,CP-01,_4a241c90-7f04-44dc-a17a-89d359be64d0,ShuntCompensator,,,,,
_693360ee-68de-402e-bec1-ef7e2fcfd772,false,783470,CP-02,_4a241c90-7f04-44dc-a17a-89d359be64d0,ShuntCompensator,,,,,
_e5671ac3-ebf8-4e36-9396-535b42b4f3b5,false,783472,CP-03,_4a241c90-7f04-44dc-a17a-89d359be64d0,ShuntCompensator,,,,,
_732511ab-e613-44c3-a1bf-16e230159c8a,false,784106,CP-01,_e211b0cd-1878-4439-ae29-14b423066d7e,ShuntCompensator,,,,,
_193b9e08-cfd9-4c69-81b7-a94ddcdbdaee,false,784108,CP-02,_e211b0cd-1878-4439-ae29-14b423066d7e,ShuntCompensator,,,,,
_b631d180-dbc5-4465-87bb-8de6290281e1,false,784110,CP-03,_e211b0cd-1878-4439-ae29-14b423066d7e,ShuntCompensator,,,,,
_92898e54-507b-4817-b101-d7e218a7e960,false,784112,CP-04,_e211b0cd-1878-4439-ae29-14b423066d7e,ShuntCompensator,,,,,
_56d9f8f6-f9e0-43a9-9b21-1f6e1559e2bb,false,785817,CP-01,_d4704293-ac8a-4acf-86f0-2d2a7a2a9809,ShuntCompensator,,,,,
_aa1dbf68-f37e-43f7-ab2f-d28bcd871a56,false,785819,CP-02,_d4704293-ac8a-4acf-86f0-2d2a7a2a9809,ShuntCompensator,,,,,
_81412b8c-41e8-49d6-8fc8-109cb9d376e4,false,792474,CP-01,_f5584f82-825d-42f2-a5b5-6e8633df8a21,ShuntCompensator,,,,,
_fd9c0d5d-0ab2-4f6f-9f57-fdeb8fb700c9,false,792476,CP-02,_f5584f82-825d-42f2-a5b5-6e8633df8a21,ShuntCompensator,,,,,
_e0698b37-3053-40c5-976f-d8230c1c8088,false,792478,CP-03,_f5584f82-825d-42f2-a5b5-6e8633df8a21,ShuntCompensator,,,,,
_79c8c690-0431-4e22-9307-49f3328705d2,false,794208,CP-01,_d3673d8a-4313-403f-a7a4-3d59e93b8f41,ShuntCompensator,,,,,
_a9382c4e-d99e-45a7-8696-0c20829197b7,false,794210,CP-02,_d3673d8a-4313-403f-a7a4-3d59e93b8f41,ShuntCompensator,,,,,
_562cf7ae-152b-46a8-a42b-c6f087ce181f,false,795737,CP-01,_8561de55-4823-4813-bd42-46e1d4c6e8e2,ShuntCompensator,,,,,
_5ea7bbda-07a5-4aec-8c74-6e6cd67f3b3f,false,796057,CP-01,_e9f1562a-b2ae-48ab-9a18-26a0082eb976,ShuntCompensator,,,,,
_c6a5bb27-991e-4d89-b45d-9af9f229deec,false,796059,CP-02,_e9f1562a-b2ae-48ab-9a18-26a0082eb976,ShuntCompensator,,,,,
_95f36b35-6de7-4093-9a0e-83e74ab19e19,false,796061,CP-04,_e9f1562a-b2ae-48ab-9a18-26a0082eb976,ShuntCompensator,,,,,
_bd03f74f-860b-4bac-ab4d-e6854bdef7a4,false,796063,CP-05,_e9f1562a-b2ae-48ab-9a18-26a0082eb976,ShuntCompensator,,,,,
_fa88aa30-1e6e-4e54-966d-93483450afab,false,796065,CP-06,_e9f1562a-b2ae-48ab-9a18-26a0082eb976,ShuntCompensator,,,,,
_58c35670-68a1-4b58-9eeb-721e92b2d2be,false,797732,CP-01,_5d2174a5-8b3f-4abf-bc64-d3072b3c3b6f,ShuntCompensator,,,,,
_f4b5e25c-bef2-463c-94a7-def2a7f7294e,false,797734,CP-02,_5d2174a5-8b3f-4abf-bc64-d3072b3c3b6f,ShuntCompensator,,,,,
_fe0e6784-995b-457d-a7bd-400882ca0323,false,797736,CP-03,_5d2174a5-8b3f-4abf-bc64-d3072b3c3b6f,ShuntCompensator,,,,,
_3976036b-3dc0-400f-abd7-c21a9cdbdb44,false,798657,CP-01,_7c0f9aed-ed08-4662-9a25-6238739ff639,ShuntCompensator,,,,,
_04e7cf19-26bb-4820-884a-9e3d4054879c,false,798659,CP-02,_7c0f9aed-ed08-4662-9a25-6238739ff639,ShuntCompensator,,,,,
_3022d90a-abaa-46e1-b5a7-06c46cd31b83,false,798661,CP-03,_7c0f9aed-ed08-4662-9a25-6238739ff639,ShuntCompensator,,,,,
_ba3fec79-8e76-47c4-9d1d-d776d232054a,false,798663,CP-04,_7c0f9aed-ed08-4662-9a25-6238739ff639,ShuntCompensator,,,,,
_20e8ffd0-2f65-41d3-922e-6d96bed90d59,false,799383,CP-01,_71e4f148-a22a-4ceb-b9a8-33734b09fce7,ShuntCompensator,,,,,
_685f969c-c9b2-4b21-abc7-71a162221d8a,false,799385,CP-02,_71e4f148-a22a-4ceb-b9a8-33734b09fce7,ShuntCompensator,,,,,
_49c3daf5-5907-41f2-807f-ce7504cba79f,false,800355,CP-01,_14825e2c-9e82-42f0-bd42-cb61b41df4d4,ShuntCompensator,,,,,
_0aa33a90-c3c8-494d-bbea-6c40adfc7262,false,800357,CP-02,_14825e2c-9e82-42f0-bd42-cb61b41df4d4,ShuntCompensator,,,,,
_712d22a8-653a-4de0-adb9-0974b05d7c25,false,800359,CP-03,_14825e2c-9e82-42f0-bd42-cb61b41df4d4,ShuntCompensator,,,,,
_3e09dfcf-c32e-4bfd-b81d-a03e2824aa99,false,803217,CP-01,_715ec652-860b-4bad-ab76-7de7e0f1c522,ShuntCompensator,,,,,
_9d2ab523-f6c2-4eff-ad57-247e25eaddef,false,803219,CP-02,_715ec652-860b-4bad-ab76-7de7e0f1c522,ShuntCompensator,,,,,
_7421a1bc-6979-4c07-8a16-46fae8ae67fd,false,803221,CP-03,_715ec652-860b-4bad-ab76-7de7e0f1c522,ShuntCompensator,,,,,
_72f2166e-f698-42b4-9c7d-a087a8b196af,false,803223,CP-04,_715ec652-860b-4bad-ab76-7de7e0f1c522,ShuntCompensator,,,,,
_2dc5ad9a-6779-41ab-91cb-91eb7b977c55,false,803851,CP-01,_d70e6928-adc2-4207-9f4b-45d3a3c361da,ShuntCompensator,,,,,
_0eb21eb0-6885-4e71-8631-33dee6f17d7f,false,803853,CP-02,_d70e6928-adc2-4207-9f4b-45d3a3c361da,ShuntCompensator,,,,,
_996f538a-6557-43e2-8e28-63ca4f6f4383,false,804331,CP-01,_b59fc28d-c2d1-4cc2-8f6b-066ab0c2038c,ShuntCompensator,,,,,
_3b0fcad5-efaa-4e97-b8ee-6a479d245bdd,false,804333,CP-02,_b59fc28d-c2d1-4cc2-8f6b-066ab0c2038c,ShuntCompensator,,,,,
_05ffa05c-b59e-4543-a4b3-b34bc7011b7c,false,804603,CP-01,_66c27e99-1cff-40eb-a9e5-e4dd9b9ceac8,ShuntCompensator,,,,,
_eb1c4d89-743e-4e5b-bf13-a822178d3973,false,804605,CP-02,_66c27e99-1cff-40eb-a9e5-e4dd9b9ceac8,ShuntCompensator,,,,,
_9f7da902-ee0a-4f20-ba71-6d2c1eebae68,false,804607,CP-03,_66c27e99-1cff-40eb-a9e5-e4dd9b9ceac8,ShuntCompensator,,,,,
_dd822943-08d1-4920-8b58-a4008b076210,false,805259,CP-01,_b3267847-e5be-424f-9c4d-603a568c68e7,ShuntCompensator,,,,,
_95b36d07-f7ff-4b35-8e8a-1bdfaade5442,false,805261,CP-02,_b3267847-e5be-424f-9c4d-603a568c68e7,ShuntCompensator,,,,,
_4624fa04-3cf7-4b8d-af70-f40aad81eb47,false,805263,CP-03,_b3267847-e5be-424f-9c4d-603a568c68e7,ShuntCompensator,,,,,
_a1c76a1d-bcf0-4ac2-9ce5-83cf28b25347,false,807618,CP-03,_e64f4560-f493-4f70-b662-5cbdf85381e0,ShuntCompensator,,,,,
_5b2d87c8-c26f-490f-98db-ff60fad4ab30,false,808493,CP-02,_4c85977e-e370-4b54-918f-eac24058a7cc,ShuntCompensator,,,,,
_212e61b9-122e-4151-973f-dbf76e47e62e,false,808495,CP-01,_4c85977e-e370-4b54-918f-eac24058a7cc,ShuntCompensator,,,,,
_fa645c35-e5b0-4ced-898a-35f10d38897d,false,809323,CP-01,_13c9544d-0ccc-41bb-952b-8a629a3e7622,ShuntCompensator,,,,,
_cfa94725-5a9b-4532-a113-97cd45ff2703,false,809325,CP-02,_13c9544d-0ccc-41bb-952b-8a629a3e7622,ShuntCompensator,,,,,
_1c68c39c-673a-4496-a613-b02f67d92ec0,false,810646,CP-01,_cd950cf0-bb7f-413f-8150-c987119b7070,ShuntCompensator,,,,,
_442c4602-473f-4558-8c74-83ae7ddc68bd,false,810648,CP-02,_cd950cf0-bb7f-413f-8150-c987119b7070,ShuntCompensator,,,,,
_c5184c5d-1710-4adb-94a3-d23f806cc0be,false,811034,CP-01,_33a214f8-c623-4c11-bd61-ffb34b9ec7ab,ShuntCompensator,,,,,
_28cad707-4abf-4eb8-97e8-13b308a8a847,false,811036,CP-02,_33a214f8-c623-4c11-bd61-ffb34b9ec7ab,ShuntCompensator,,,,,
_fcbd78c3-f4b2-4107-aae5-3648d47ea412,false,811625,CP-01,_98dba5fa-dfd2-4fa5-80eb-3e9fe729c452,ShuntCompensator,,,,,
_932e1f7a-ce25-483f-8b78-1bdd11ab8a9a,false,811627,CP-02,_98dba5fa-dfd2-4fa5-80eb-3e9fe729c452,ShuntCompensator,,,,,
_f6a0c033-19a4-4e8b-bd92-a0e446cc28ec,false,811629,CP-03,_98dba5fa-dfd2-4fa5-80eb-3e9fe729c452,ShuntCompensator,,,,,
_4a3ebcca-15ea-49be-b656-c72b9997b8ca,false,812831,CP-01,_a71f5fbe-2237-46c2-b087-b725f9e67f8e,ShuntCompensator,,,,,
_77653765-0641-45dd-bace-c2fa1f451e3f,false,812833,CP-02,_a71f5fbe-2237-46c2-b087-b725f9e67f8e,ShuntCompensator,,,,,
_e012cc13-30ce-4e73-b88b-fd0fe651e002,false,813363,CP-01,_cdc5fa8d-7683-473e-bdff-054b09862645,ShuntCompensator,,,,,
_1a3f58eb-b24b-4fc4-ba7f-b39a038564be,false,813365,CP-02,_cdc5fa8d-7683-473e-bdff-054b09862645,ShuntCompensator,,,,,
_fbe44ef0-59bb-4e55-8246-11834f376de6,true,814095,RE-01,_32054c3f-5d32-4235-8bb0-554719af3b0f,ShuntCompensator,_3dc078bd-aeef-433b-8ab8-e06a728d162a,813954,T1,_8eeea0bd-cdd7-4485-bb84-4d7fc9c0dfa7,Terminal
_6230fe5a-cfc1-4d31-8cd9-d731a8964d76,false,814963,CP-01,_928330eb-e418-45ff-a1e3-c287384ad156,ShuntCompensator,,,,,
_c7c215e0-c155-41a2-aea5-5d9df7e55bfa,false,814965,CP-02,_928330eb-e418-45ff-a1e3-c287384ad156,ShuntCompensator,,,,,
_60065ca5-3f45-4725-82a9-81d119fd72c4,false,815668,CP-01,_cc32a4f5-fbbe-46f4-aa7d-c442414f2d9c,ShuntCompensator,,,,,
_2ac7234b-7dc5-44b0-9800-4227059cb378,false,815670,CP-02,_cc32a4f5-fbbe-46f4-aa7d-c442414f2d9c,ShuntCompensator,,,,,
_8ae40c59-de52-46f9-b433-f4e42110fd1a,false,817466,CP-01,_81335f84-c5cc-4beb-a23a-90351a904533,ShuntCompensator,,,,,
_7c4e3730-0b4d-4cc1-ae6f-d2287c7e4c39,false,817468,CP-02,_81335f84-c5cc-4beb-a23a-90351a904533,ShuntCompensator,,,,,
_2ac297d5-62b4-4637-b64d-1dc135f010af,false,817470,CP-03,_81335f84-c5cc-4beb-a23a-90351a904533,ShuntCompensator,,,,,
_997cd692-4c3a-46a1-a87e-9c953cbf4aac,false,818121,CP-01,_c56c3769-fb5a-484e-ac4f-bfd674b05093,ShuntCompensator,,,,,
_471c9895-82b0-42da-9fd6-78db2505a77e,false,818123,CP-02,_c56c3769-fb5a-484e-ac4f-bfd674b05093,ShuntCompensator,,,,,
_8913e302-50f7-4a8b-9ce2-ab2f5051fca2,false,818515,CP-01,_588c4fd3-f5ce-419f-bb23-37e2ee56c526,ShuntCompensator,,,,,
_ab290471-2d13-4b18-ae55-fb357633b388,false,818517,CP-02,_588c4fd3-f5ce-419f-bb23-37e2ee56c526,ShuntCompensator,,,,,
_bc27c85b-2228-4e4a-a1d7-9ae0f9b7af3d,false,818519,CP-03,_588c4fd3-f5ce-419f-bb23-37e2ee56c526,ShuntCompensator,,,,,
_3578337a-c55c-494a-b34c-caf8b0dd2762,true,819107,CP-05,_10cdfbca-e2f4-4e48-b68c-5d382100d17a,ShuntCompensator,_4a852354-4f31-4ebe-9d44-884a8cf85d6c,818942,T1,_1353e45c-4f37-4a7a-b777-f3c47ccc9865,Terminal
_ac6a97e2-cd01-4a8b-959e-f3a601664590,false,819347,CP-05,_c007b88a-a0b0-44cb-a100-406054e96f32,ShuntCompensator,,,,,
_e1489a06-4b60-4460-b5c7-d893c49ba892,false,819349,CP-06,_c007b88a-a0b0-44cb-a100-406054e96f32,ShuntCompensator,,,,,
_8039e619-6989-4ada-9afb-95d1d8a92113,false,819351,CP-07,_c007b88a-a0b0-44cb-a100-406054e96f32,ShuntCompensator,,,,,
_81370678-ef4a-4fe3-b690-916c9cef0ba3,false,819353,CP-08,_c007b88a-a0b0-44cb-a100-406054e96f32,ShuntCompensator,,,,,
_bb9bd341-81cc-4cd3-8320-fc725f0f1e17,false,821090,CP-01,_fb6e9384-5af6-4e27-8979-aafc1fd8d193,ShuntCompensator,,,,,
_3d38ffdf-40bc-4b3b-a83f-8a1e7711f07e,false,821092,CP-02,_fb6e9384-5af6-4e27-8979-aafc1fd8d193,ShuntCompensator,,,,,
_36a03a44-bd1f-47ee-b8cd-29f77fdf7e88,false,821094,CP-03,_fb6e9384-5af6-4e27-8979-aafc1fd8d193,ShuntCompensator,,,,,
_6c57e1f6-71af-46b9-8daf-bf063c590ed6,false,822090,CP-01,_5592653f-f58a-49d1-8e01-bf250e66e5d2,ShuntCompensator,,,,,
_3a73e8d0-129e-48a9-add3-847cc1120d51,false,822092,CP-02,_5592653f-f58a-49d1-8e01-bf250e66e5d2,ShuntCompensator,,,,,
_c9bc3f19-de2f-4993-84a2-7400ec0858c8,false,823769,CP-01,_87e273e7-0250-4630-9575-a2cb27c0a2af,ShuntCompensator,,,,,
_e72b457c-33bf-42a5-a0e1-efb4a910a4d3,false,823771,CP-02,_87e273e7-0250-4630-9575-a2cb27c0a2af,ShuntCompensator,,,,,
_79c9d425-e17d-4bbe-b221-a6b9b3a912c3,false,823773,CP-03,_87e273e7-0250-4630-9575-a2cb27c0a2af,ShuntCompensator,,,,,
_f6998841-7659-4c20-b31d-3111407185a3,false,823775,CP-05,_87e273e7-0250-4630-9575-a2cb27c0a2af,ShuntCompensator,,,,,
_cf6d1fb2-1674-437c-b510-6dbabfa26726,false,824535,CP-01,_9ce5bb7f-f894-4a1c-babc-d7663aee27c4,ShuntCompensator,,,,,
_ae5152fe-4b98-4364-a4a1-1ccc24fe512b,false,824537,CP-02,_9ce5bb7f-f894-4a1c-babc-d7663aee27c4,ShuntCompensator,,,,,
_98c10186-b4cc-46d2-a97d-096aacd116bd,false,824897,CP-01,_0e7b93c7-f7f2-48e5-be4b-48b11592cae1,ShuntCompensator,,,,,
_2e99ff93-6ead-4161-b162-f9af66c223ef,false,824899,CP-02,_0e7b93c7-f7f2-48e5-be4b-48b11592cae1,ShuntCompensator,,,,,
_4a67d189-f994-4384-b0a8-8b73b74dcb69,false,824901,CP-03,_0e7b93c7-f7f2-48e5-be4b-48b11592cae1,ShuntCompensator,,,,,
_4568ea78-4af4-4fb5-ae8b-dba4b91c3c20,false,825746,CP-01,_a1a58b62-071a-4c1c-ae41-10629a613788,ShuntCompensator,,,,,
_ab21b13f-2c58-4b8b-af53-ad23b95c979e,false,825748,CP-02,_a1a58b62-071a-4c1c-ae41-10629a613788,ShuntCompensator,,,,,
_dd8c3e9b-c733-4d5b-bc13-f2535d49ef92,false,825750,CP-03,_a1a58b62-071a-4c1c-ae41-10629a613788,ShuntCompensator,,,,,
_89c0c0f5-f056-46eb-9ef8-43a828e4ea7e,false,825752,CP-04,_a1a58b62-071a-4c1c-ae41-10629a613788,ShuntCompensator,,,,,
_886d94ad-c910-467a-8273-0340688cebd5,false,829013,CP-01,_3a49dfad-e847-487c-b73f-aa4ad8ed1f6a,ShuntCompensator,,,,,
_4403df81-63d4-4ae4-8e3b-885a1633f532,false,829015,CP-02,_3a49dfad-e847-487c-b73f-aa4ad8ed1f6a,ShuntCompensator,,,,,
_4737d868-06ce-45db-921c-307659ccced2,false,830503,CP-01,_c06b5ed1-61d1-4259-bb1e-b2233a9d64c0,ShuntCompensator,,,,,
_330c7838-9df4-4830-9931-126a60cbfe1a,false,830505,CP-02,_c06b5ed1-61d1-4259-bb1e-b2233a9d64c0,ShuntCompensator,,,,,
