"TapChanger:
ID","TapChanger:
TapMovability","TapChanger:
InternalId","TapChanger:
Name","TapChanger:
Parent","TapChanger:
ObjectType","TapChanger:
TapChangerRegulatesTerminal:
Terminal:
ID","Terminal:
InternalId","Terminal:
Name","Terminal:
Parent","Terminal:
ObjectType"
_f17bf5f0-178d-4ae4-a7e0-8ea7b7c2188c,false,1428393,High Tap,_b96e222d-5465-448f-9a97-effbc460b29f,TapChanger,,,,,
_bb077071-30aa-45a9-8473-3388f729e906,false,1428843,High Tap,_aabb14f3-fd7d-49e6-b3be-597511a68fe2,TapChanger,,,,,
_0b621fe0-271e-4dfa-b695-5f770b699740,false,1428849,High Tap,_9dc3a5ed-ff9a-49aa-9bf4-217ce5a12e43,TapChanger,,,,,
_daf337fd-bb64-40f6-aa3a-d03433e6bd7a,true,1430780,High Tap,_9c189560-4f39-4ad7-96a6-a8709fbd848b,TapChanger,_f1b0d421-c1aa-48ba-a991-1bbb55f13605,1430687,T1,_b187c844-4687-495e-bfff-c76336529e04,Terminal
_95e5c412-4acc-4444-a9fd-e28ecf01035a,true,1430786,High Tap,_5ce309ce-d90f-4570-9a3d-111f67bb24e3,TapChanger,_5c767904-87af-45b8-ac49-484f27c2549e,1430517,T1,_28019d15-e5ad-4bbf-96e4-be4094d7bf6a,Terminal
_6ec1f566-b90c-4284-8f31-71db2eb4bb16,true,1430792,High Tap,_33427a46-b79b-42c2-8107-a20190d4736c,TapChanger,_de4d4310-cf72-49f8-9816-8da20d572450,1430519,T1,_9da58a63-bec6-4313-9a1d-5b9305cd24e0,Terminal
_25a38b75-e10b-471c-8bba-b0a226ea9f72,true,1432429,High Tap,_2243f7d6-6495-403e-a342-ab8d022bd200,TapChanger,,,,,
_c816eef3-3286-41f6-999e-a060120a5d68,false,1433189,High Tap,_a03716dc-53a4-40e6-99c2-44bf76bed5cc,TapChanger,_39b607c6-ec4c-4106-aa99-438e1f145ffc,1433180,T1,_a6e49e73-1c67-49b6-a861-e6b45fc91e22,Terminal
_1197f52b-c16b-443e-be1b-e64a949c5248,true,1433957,High Tap,_1b07a5fa-0b65-47d4-bd23-b8578e38c092,TapChanger,_cf9c1808-9a6b-4fdc-b8a9-f3d0ad964c5d,1433756,T1,_a97e19fc-8c13-4bca-bc1c-27033ae73b13,Terminal
_0ac9c005-cabb-4193-89b1-5cb295ca7b6f,true,1433963,High Tap,_26fa3e99-cc59-445a-b67a-368388598b20,TapChanger,_ddede688-5ab4-474c-9d13-d732aefc1477,1433758,T1,_a402e7bd-1943-473b-aaee-ec45087fa4b8,Terminal
_dffa7842-3d2b-4d38-9fdc-d2dd75ccb977,false,1435956,High Tap,_9ddf4213-7c4e-4633-9f10-892d24025dcf,TapChanger,,,,,
_6772302e-054f-4aa8-aef1-edb62d1f6d66,true,1437024,High Tap,_aa6835ba-6177-45c8-bad0-cd94a0a8d81b,TapChanger,,,,,
_6145c5f0-88fa-4e4a-8448-d2b6e9878972,true,1437030,High Tap,_c0028db0-fccb-4508-9b8f-e731b37564b0,TapChanger,_1d5aee1c-1436-4d0a-a451-febc5939314f,1436819,T1,_b9c7a06a-3d5f-4c4d-a6be-579010671b66,Terminal
_d56fd056-5a62-4d06-90c5-fbfdcc97f83f,true,1437036,High Tap,_3920f11d-6428-4453-8b38-7e990d54c61e,TapChanger,_ee73ffcc-5893-47ca-bccb-55fb8383c58e,1436823,T1,_8224ddbb-478e-4da9-b931-16a3983dce22,Terminal
_d4635ef2-8b97-4c49-8a44-b80500781f78,true,1438123,High Tap,_4e44cfce-e0f9-430c-b5da-1df257af4d1f,TapChanger,,,,,
_7c4237b8-92e8-41aa-b55e-3799aa0c1229,true,1438920,High Tap,_4b8ccac6-a812-40d9-87ea-d56107f3b9e5,TapChanger,_76bf9dfd-2357-4603-8877-0f68eda3fa85,1438779,T1,_b0aad870-9a65-44b2-9773-0a9f1a3abd8f,Terminal
_a5e67a12-1ec3-4928-bf74-75430cb5f0cb,false,1439990,High Tap,_3d6ca675-f7c5-4290-9d09-f2bb75ed0bcf,TapChanger,,,,,
_f479dbec-1458-4a6a-9d72-5aff62588275,true,1439996,High Tap,_180eb8a5-7899-4b4c-87a0-f580bf618b7b,TapChanger,_d0947aa0-1645-4ab1-a346-4b90388fcf4f,1439740,T1,_b972f107-252c-44ce-a582-c69b91889d7c,Terminal
_185577cc-9119-4996-ad46-7bb3831129c6,false,1442345,High Tap,_8214cab2-1b5f-4e9d-9e6b-8e7279bfdb55,TapChanger,,,,,
_18d228d3-d013-4f0f-99ae-62ed387d147e,false,1442351,High Tap,_ee5559b0-2530-4ada-a247-8f0fe8849138,TapChanger,,,,,
_450e7994-97eb-4eb2-b679-f6d1559b9d09,false,1442357,High Tap,_035221f2-bc96-463d-b7e8-2862c27437d3,TapChanger,,,,,
_93ea59c8-5075-482e-98c7-9bba1305c5b4,false,1442363,High Tap,_f343b90f-846e-4db4-8fd8-4505cdbf9142,TapChanger,,,,,
_93cb3ee1-bf19-4d4e-a46b-37a74b4494d7,false,1442369,High Tap,_a6bd4f7f-7865-4656-8223-a2e20e87a69b,TapChanger,,,,,
_bd0c83be-fc90-472e-841e-5fc249d11479,true,1444549,High Tap,_11af1eb2-bb83-49b6-879d-c9b16937931e,TapChanger,,,,,
_b2b21f73-ef7a-4342-a726-e4db92d891c2,false,1444562,Low Tap,_0afc7279-a1fe-4e8c-868f-0ba41c9017fa,TapChanger,,,,,
_4f4bdc6d-1c9d-4458-9524-7699c6a96d44,true,1444566,High Tap,_178ccf69-2c05-430b-9858-fe569300d335,TapChanger,,,,,
_652c8c8b-cb17-45b4-bae1-916c64216735,false,1444635,Low Tap,_b1517255-b359-4eba-88a9-dc3ee87991f5,TapChanger,,,,,
_3b27d398-68ab-4269-bede-268e72869a1f,true,1445500,High Tap,_65c51d31-9b8d-4e9d-bb6f-536b2f931bcf,TapChanger,_03522c31-020b-4d82-8743-86a4ed13b05f,1445482,T1,_b9aa3d06-6c88-43d0-b8cd-13e9095db8f4,Terminal
_77acaa41-0556-4ab3-8d9d-b8e612acbbba,true,1445506,High Tap,_476392bf-4384-4e3d-bd7a-8c6b798f0270,TapChanger,_02775d89-3022-46df-a2d7-5ef09dd53622,1445480,T1,_6e2119a5-cf80-4757-8c10-63dfae1bc964,Terminal
_7d981dc3-9a97-4e29-bd9e-3b4d3048fc3b,true,1446231,High Tap,_95d74694-b5ab-4dc0-b10d-d8e97b2b3681,TapChanger,,,,,
_7e94b165-8b94-4872-8961-e7596376d50d,false,1446300,Low Tap,_68828e72-e72f-4b56-844f-82f380dc4e8c,TapChanger,,,,,
_dacb1cad-bb52-4714-992a-2cd502b23654,true,1446779,High Tap,_6a07735b-b500-46c7-8b4f-9fded8b137d9,TapChanger,,,,,
_575e7b3a-dbfb-433b-9862-c157fb69b3e8,true,1446837,High Tap,_35e1261a-d1c9-48ec-8691-5a04cfbcc5a3,TapChanger,,,,,
_435e8e07-c666-4124-8109-3ce4ea02cc05,false,1446894,Low Tap,_94ae3ba8-432f-40c6-8e61-49187f867516,TapChanger,,,,,
_2f530148-ada1-48f6-9166-c4439d51fa92,true,1447120,High Tap,_84c359f1-ce35-4c0e-959b-2ef8c0900e4e,TapChanger,,,,,
_8f722fdd-69c7-4f0a-b605-774fade46e9e,true,1447126,High Tap,_0a662407-25b6-4cd5-b59e-9997103de47d,TapChanger,,,,,
_058bdc52-ceee-4c83-9c65-f7331d60371f,true,1447888,Low Tap,_f3e35b24-510b-4b0c-ba2f-4a167b098634,TapChanger,,,,,
_076cde3f-8975-4daa-9897-92816af1b5f8,true,1447894,Low Tap,_5d4d30c8-f22c-489e-8681-c8214283754f,TapChanger,,,,,
_0c62dc57-bf05-45c0-8ddc-6b2a73423772,true,1447900,Low Tap,_761478c2-08fe-4da9-83ed-4f3cd71f3362,TapChanger,,,,,
_fba45252-8174-40d7-8e64-4f785da51f9b,true,1448456,Low Tap,_7939e180-d821-4e0c-b714-2f95b8a5e7d7,TapChanger,,,,,
_ce32a754-4dea-474a-bd70-94be29851cc4,true,1448462,Low Tap,_ebeeeb83-662f-47a5-bd97-1c75631d18da,TapChanger,,,,,
_5c002a77-7799-470f-98f1-d9f7e78e73ef,true,1448468,Low Tap,_08e94cf0-b2b6-4e57-ba3d-ad36bef0231a,TapChanger,,,,,
_601c92f3-7923-4b2b-9d8c-2e21baf97a03,true,1449225,High Tap,_d02f181f-826d-4f39-8d95-f0c647cb02f9,TapChanger,_408d5abf-fb0a-4799-b8e1-d93d3094dbdf,1448776,T1,_69d64fd7-f804-4745-810c-d6a0d88c0303,Terminal
_e976c7b7-7a3a-4153-ac2c-66f409d0ec30,false,1449272,Low Tap,_efa8c330-f69d-4730-aff5-b612c549101c,TapChanger,,,,,
_0f686d45-37c1-4dc4-a218-291f661cf51e,true,1449276,High Tap,_a849238a-11b9-48eb-996e-a2378c5ade12,TapChanger,_408d5abf-fb0a-4799-b8e1-d93d3094dbdf,1448776,T1,_69d64fd7-f804-4745-810c-d6a0d88c0303,Terminal
_bd2de62e-a743-4b46-b1c3-b8f391453ef7,false,1449325,Low Tap,_04b36e84-73da-4374-99b6-7fb2079c2f46,TapChanger,,,,,
_4b8ade81-dcba-4798-8a87-51e12f1f0246,true,1449963,High Tap,_f0aa6335-5dd7-49b1-b97c-dade484e9454,TapChanger,_84aba4f7-adba-4f10-abc8-c271f48f6d04,1449603,T1,_60698816-c45a-4041-ab8b-0205cab6cc4d,Terminal
_d177e484-723a-44ba-8732-d1d9decf170f,false,1450012,Low Tap,_6f29a040-078b-49bd-9d2d-f13fd55e151d,TapChanger,,,,,
_8ea12ae1-bdc6-4e40-bc5a-c758f4053db5,true,1450016,High Tap,_501394c0-73fb-4c7e-939d-29fca1a2312c,TapChanger,_84aba4f7-adba-4f10-abc8-c271f48f6d04,1449603,T1,_60698816-c45a-4041-ab8b-0205cab6cc4d,Terminal
_22dc5de1-8c50-4dbc-a1e3-0ea0ea42b952,false,1450065,Low Tap,_b7e21956-d035-4452-84e6-f48743a19012,TapChanger,,,,,
_60146516-c57f-4a04-b398-3a56bdba093e,true,1450346,High Tap,_63c0e968-5cea-4173-9c5e-32a14272ab51,TapChanger,,,,,
_0ce74041-a53b-4ef9-97e9-cfca06d3c47f,true,1450352,High Tap,_d85cb25a-40e9-41c8-9643-f41fda9eb873,TapChanger,,,,,
_a460ddf3-0b8d-4f5a-a643-603f9b7429ce,true,1450358,High Tap,_17c676ce-ee1f-4c30-b4d2-0f0d32b62e3a,TapChanger,,,,,
_5e051d15-fb03-44e6-85aa-3cebd2b047c4,true,1450768,High Tap,_ecab3896-7bc1-4236-aa8c-a8103b11d945,TapChanger,_6e41e895-68cb-482b-83bf-aaa9054911bb,1450524,T1,_d7105de3-f6a6-481b-af5a-f1ed3ded85e4,Terminal
_6b3f9b09-f2c7-4a98-b3b8-9d827cff1976,true,1450784,High Tap,_f22d50e3-544c-4594-bea8-b2fede128cb1,TapChanger,_6e41e895-68cb-482b-83bf-aaa9054911bb,1450524,T1,_d7105de3-f6a6-481b-af5a-f1ed3ded85e4,Terminal
_4f7c4e8d-f3bc-4131-a97c-39f4a6fe14a6,true,1451238,High Tap,_f024abf6-9963-47f9-81aa-4866fd8957bd,TapChanger,_5a74b284-3355-4c82-96fe-2e4d3176ac38,1450896,T1,_43e81c37-b7f3-49e2-a10b-351938ee7202,Terminal
_264ef435-b55c-469f-ab7f-473fc4325f43,false,1451287,Low Tap,_7c3cdb30-43d1-4143-8db7-167af59e07e3,TapChanger,,,,,
_d701f69c-e775-483d-8eef-51eeba588f16,true,1451291,High Tap,_94068c92-b82f-4bcb-9d8c-1471dabd9882,TapChanger,_5a74b284-3355-4c82-96fe-2e4d3176ac38,1450896,T1,_43e81c37-b7f3-49e2-a10b-351938ee7202,Terminal
_9e39e4ad-0f96-4699-9c44-46ee5b74fb65,false,1451340,Low Tap,_f20545f1-c53b-45f6-9419-73442d6e3aba,TapChanger,,,,,
_3631493a-f00b-490f-af75-bdbc4695d779,true,1451825,High Tap,_c31c3fb4-7ad4-42a4-82e5-844ddc26a460,TapChanger,_8c54358a-5e6b-4727-80b3-f4341c8d7700,1451475,T1,_3e4ff562-29a8-40b5-8186-f5c61de6e302,Terminal
_2efba599-f9c8-47c3-baf8-6addc2dcd1a5,true,1451839,High Tap,_65c2ab33-aec5-41fd-9fc1-215681891302,TapChanger,_8c54358a-5e6b-4727-80b3-f4341c8d7700,1451475,T1,_3e4ff562-29a8-40b5-8186-f5c61de6e302,Terminal
_ce397c8b-762a-4b8a-98a0-70310c2d983e,false,1451908,Low Tap,_df9f7109-ac19-4077-b380-a82288251417,TapChanger,,,,,
_7cc6fba7-8d86-460e-8229-461ad3396b52,true,1452445,High Tap,_df616717-b5c0-43ef-aa6c-f3e5bc5ad214,TapChanger,,,,,
_04f61e5b-7e49-462e-b85b-fa57d05dbcfc,false,1452514,Low Tap,_45e13e0d-089a-4a8c-b0f5-71a8460f317a,TapChanger,,,,,
_29ded4ce-a6af-4229-9c8c-ced974206fca,true,1452978,High Tap,_cca80803-bf71-498d-9ddb-9c8667680588,TapChanger,_f8a7dcfb-c146-4106-a468-e6dcca7faadd,1452559,T1,_196e83cd-3c80-4e3c-9bef-0e01f0479cfc,Terminal
_4d3dab76-8599-46b2-87f5-f43816442772,false,1453027,Low Tap,_5870d2da-82a7-4eda-a5c2-de729010411c,TapChanger,,,,,
_0bb96ac8-1d26-40a0-a0c0-cbe6e06e5a77,true,1453031,High Tap,_a110485d-023b-4906-8c99-4f4c01e36c67,TapChanger,_f8a7dcfb-c146-4106-a468-e6dcca7faadd,1452559,T1,_196e83cd-3c80-4e3c-9bef-0e01f0479cfc,Terminal
_a8ce877e-e4e6-4d13-8f36-02eaa429b5c2,false,1453080,Low Tap,_291f547d-d6db-4354-9ab3-6c112a1c388b,TapChanger,,,,,
_bc51b042-2263-481d-a00d-0a5b16d2d0e4,true,1453617,High Tap,_cd07caed-b37f-4fc7-bfe7-a5b055af2668,TapChanger,,,,,
_99568515-77e6-4dd9-98a2-6741a7bad79f,true,1453623,High Tap,_5de77ee1-89de-4793-ba4b-9f6f32501350,TapChanger,,,,,
_0cc0022b-0fcf-490f-92bf-741464ddddbc,true,1453629,High Tap,_d0a19c30-450c-4778-9cbc-72d0143e167e,TapChanger,,,,,
_652534bb-0a93-4c5f-88b7-f3e7e8e7d97b,true,1453635,High Tap,_b74a3288-2f54-4278-acef-e002789d38e8,TapChanger,,,,,
_a7f1e5a3-f15e-45f7-a5d4-0757fb4760a3,true,1454930,High Tap,_02ac7ba6-f867-41dd-a148-72e671d9cf34,TapChanger,_c74d5ae3-db23-4306-96ed-852fd783cc4c,1454506,T1,_4eb43630-3a66-4d63-8c15-e533bb78bf46,Terminal
_804024af-b6de-4eb4-a83c-c855cce0464a,true,1455724,High Tap,_6acbc62d-e067-44f1-878d-87aea09fc1e1,TapChanger,,,,,
_fb9dfb6c-0af8-47de-a1e5-75ca39ef9c16,true,1455730,High Tap,_4ce00c27-7984-4760-a811-39421e2bb9b9,TapChanger,,,,,
_bea189f6-0110-4e10-87a4-a49d05476402,true,1455778,High Tap,_7b1722d1-091f-4f28-817e-e1db8080f518,TapChanger,,,,,
_263584ad-3aab-4333-8fca-1bbba7090a7b,false,1455827,Low Tap,_d30ab561-d6b8-4c74-abe4-e1665331125a,TapChanger,,,,,
_dd8feb91-c7a3-4164-a548-54a4ec71195a,true,1456170,High Tap,_24e532cd-7475-4168-968b-e3f3798ffb39,TapChanger,,,,,
_c01844d3-1909-45e7-9643-f0a13da45d90,true,1456176,High Tap,_2fe414b9-cfa5-4598-aa2c-6839d350c19c,TapChanger,,,,,
_7f0878c6-b69c-4c76-9d83-74a895329107,true,1456182,High Tap,_273b3622-cfba-4e8e-adec-9f75e4cea45e,TapChanger,,,,,
_3113cdb6-ce34-443e-8ef6-f7c0e92306f3,true,1456478,High Tap,_01251cbc-f089-4a8f-b3be-e46fa8b78439,TapChanger,,,,,
_c0124f5f-f336-4373-9efb-895d930b5dd5,false,1456515,Low Tap,_e5c1b243-e7e5-4968-8875-77c6fad1ff4f,TapChanger,,,,,
_5265bfc9-3818-4163-b88a-8c4833524f5b,true,1456876,High Tap,_1aed9356-d629-4aef-9e22-0ecc120bc292,TapChanger,,,,,
_cafb3de3-e3f8-4258-a7e4-7a23b517559e,true,1456882,High Tap,_3cda1543-8079-4faa-ba40-090c8714a62a,TapChanger,,,,,
_856b65da-fa86-4fd6-906a-1b8b79712f44,true,1457589,High Tap,_2ab734ad-ca66-49c6-87a6-f7544f7a8c10,TapChanger,_3ce18120-b9dc-4500-8be9-355156276380,1457316,T1,_48e5b7bf-d3e0-46c6-aca2-a453d14c9a41,Terminal
_9ab05ce5-2db2-4131-b328-33b39fb3ebca,false,1457634,Low Tap,_c7a5ec2d-4f93-4967-928b-abbf2f4c793d,TapChanger,,,,,
_45bda21a-7f00-488e-8e15-a0faa5414a21,true,1457638,High Tap,_97a0eddf-95c3-4a32-836b-703e0315a3e9,TapChanger,_3ce18120-b9dc-4500-8be9-355156276380,1457316,T1,_48e5b7bf-d3e0-46c6-aca2-a453d14c9a41,Terminal
_4b5334f4-e98e-41b8-8922-0ec880ee2881,false,1457683,Low Tap,_87e8f770-4a41-4b9a-bdcb-09d1c1b02157,TapChanger,,,,,
_86c781f4-154d-4960-b331-34e8545cf283,true,1458546,High Tap,_e3189511-5674-4665-8dba-f9190a43a6d8,TapChanger,,,,,
_0ca42755-8db2-46fa-b3ff-37ac65d8689f,true,1458552,High Tap,_d1609348-3084-47cb-956c-a187a0cb208f,TapChanger,,,,,
_7050d027-3e7a-4d1b-a3df-547b79e4207a,true,1458558,High Tap,_93dbee54-1213-4ed4-8cf3-47d6bc89b7ca,TapChanger,,,,,
_50703521-8847-4a81-91c8-a1ff3eeb6c82,true,1458564,High Tap,_32f2e3f5-ae81-4894-84fd-f77a580f9e52,TapChanger,,,,,
_95a55ac6-33e8-4e00-b56a-603693dd02e9,true,1458608,High Tap,_896da6c1-eb21-496a-9e1b-4f3dc9133322,TapChanger,_ef019c48-ad9b-44df-a3cc-6bea166d730d,1457825,T1,_c77e8e26-29b6-49b9-9426-1e0e97c8bf0b,Terminal
_272db81b-4dd9-4b5f-8f14-4f406d7b7cef,false,1458649,Low Tap,_1061a894-0983-4bd2-90e6-564faf7f9e67,TapChanger,,,,,
_fb648500-9739-4c81-b62b-9b27fa539ba3,true,1458653,High Tap,_7230807b-8fb4-43e7-ab65-33fdabc78d51,TapChanger,_ef019c48-ad9b-44df-a3cc-6bea166d730d,1457825,T1,_c77e8e26-29b6-49b9-9426-1e0e97c8bf0b,Terminal
_856d0789-cc68-4082-9c61-c33de1e59bfb,false,1458694,Low Tap,_eb243042-9319-4cdf-86ec-7eff3b6c6b8f,TapChanger,,,,,
_5e150132-d26a-4b98-a8ce-bd724839189a,true,1458698,High Tap,_ccc1b5a0-f4b5-4463-9e40-831ffb1fea17,TapChanger,_e1f86bff-755a-4db8-b912-b60e64692a69,1458091,T1,_5c208d31-1f68-463f-a51a-eee315e9fbbe,Terminal
_4581a021-2c36-4d61-a2b2-5dcef9d8416c,false,1458747,Low Tap,_978c4cf3-67fb-4f1c-a617-1b7eb317497d,TapChanger,,,,,
_15170b59-2eeb-4f3e-8ebc-53e729124b65,true,1458751,High Tap,_9be950bb-3872-45ee-b4fd-6675db08ee4a,TapChanger,_ef019c48-ad9b-44df-a3cc-6bea166d730d,1457825,T1,_c77e8e26-29b6-49b9-9426-1e0e97c8bf0b,Terminal
_d91fd5d5-7e04-4407-908a-953b2451053a,false,1458800,Low Tap,_4771e50d-a3f6-45e9-9fb1-d8b8f251d7dd,TapChanger,,,,,
_f6e0e280-e299-480a-8b68-18f42ade2c59,true,1459571,High Tap,_c8cc8ac4-52c3-473d-9cf3-136a450e7e24,TapChanger,,,,,
_2e143c8c-a9a2-4714-a4cf-5e3f82631003,true,1459787,High Tap,_8e9cede5-7131-4d11-a0e9-773bbc1e3685,TapChanger,,,,,
_47913262-3c76-4482-8b98-34ca6ebc67e0,true,1460402,High Tap,_a7b831bd-60d5-4c03-b33d-640a8c46930a,TapChanger,_fdbc839e-9ca3-42da-a339-2ad75ccc0712,1460039,T1,_6871cc6b-9624-47b3-b04d-d16696e27349,Terminal
_74407330-f4f1-4ee9-b22f-bed74787acae,false,1460451,Low Tap,_627d7afd-12b3-4a2e-a04b-e75c8dbbbbd1,TapChanger,,,,,
_defff868-0c3d-42b8-99a3-371698abb443,true,1460455,High Tap,_68446433-2d57-49f1-a05f-7043d066c644,TapChanger,_fdbc839e-9ca3-42da-a339-2ad75ccc0712,1460039,T1,_6871cc6b-9624-47b3-b04d-d16696e27349,Terminal
_2766688f-39fd-4828-adb2-2cd30a1082ec,false,1460504,Low Tap,_68367939-8c64-4943-9e22-6a26f3dcb9e9,TapChanger,,,,,
_ac474bc1-fdfd-44ee-af23-37fb8b439b42,true,1460943,High Tap,_774ab154-c0e9-4708-922a-d486e97edde3,TapChanger,_ea639c6a-bd06-4a91-b0f0-80ec75ba3d53,1460643,T1,_ad07bb7f-f21c-4daf-a4ad-480139e25300,Terminal
_b7d327c2-6458-4773-9c22-f89637292b46,false,1460992,Low Tap,_906573f7-1e70-40db-98b2-d650c7760800,TapChanger,,,,,
_1c832c3a-2420-4c1f-8fff-86703fddf81d,true,1461504,High Tap,_4bebdcb1-36fb-4c0b-a86c-3f1351847059,TapChanger,_83ecd473-5d5f-4c05-a9c2-cfa577c4a455,1461212,T1,_16057d7c-e26b-4b92-8aae-fff9871e4d2e,Terminal
_d71ad25a-8af4-4525-9683-ef3d9339b75d,false,1461553,Low Tap,_bb98f91a-e2ce-4514-97a5-f7842bb5496a,TapChanger,,,,,
_e2091868-f059-46da-9a1c-ff6c2a40715c,true,1462965,High Tap,_72078e83-8006-49ea-8b50-63af25a6136b,TapChanger,,,,,
_d6c234cf-5e9c-4aaa-82c0-25c8215b98ce,true,1462971,High Tap,_43ab31db-9024-40bf-a4df-7c90d199f98f,TapChanger,,,,,
_81a607b0-1dc1-435b-87d5-5c625216c259,true,1462977,High Tap,_fcc62562-b2d9-4917-ba0f-518e7cef370f,TapChanger,,,,,
_bf04d144-635d-4fa4-b085-ec15d5fe6f07,true,1462983,High Tap,_e553bdf8-f135-4586-ab1b-c38e912cc4b2,TapChanger,,,,,
_d87ce529-e90f-48d6-a459-7da88d11fa56,true,1464339,High Tap,_83430964-eaf7-4214-8a72-7cf392dd0507,TapChanger,,,,,
_5b0f3484-bb5b-44f0-b190-b2d3fb90ce41,true,1464345,High Tap,_37a96ad3-e789-47ca-918c-518576687661,TapChanger,,,,,
_2cfc3631-1339-4803-8d51-b82ee07a4d1b,true,1464363,High Tap,_9c950b9f-e670-47b2-b877-b4de10da4c97,TapChanger,_951ffb9d-d865-41d2-8de2-95eb2858bfa3,1464109,T1,_536906c0-02de-4ee4-bd96-066d69d21c77,Terminal
_3157f6ce-ae75-49e3-9903-e1717e5a1c46,true,1465445,High Tap,_ece42846-9185-43c8-a91e-183d903302e2,TapChanger,,,,,
_b7a3e02a-ec6c-485f-9013-367c3e6dea8e,true,1465451,High Tap,_2733acb7-e637-4ee1-b22e-0a90d1a6e786,TapChanger,,,,,
_d10a2d45-756d-44fc-b067-7bc94ae6bc8f,true,1465457,High Tap,_15d21c74-788c-4815-87c7-533eb432fa87,TapChanger,,,,,
_a03c69d0-188c-4d31-89d5-243b02d47d96,true,1466630,High Tap,_28981cde-67c7-4566-881c-0d619b52e59d,TapChanger,,,,,
_8a2e9827-ed0b-4a50-a328-990d35715d86,true,1466636,High Tap,_7fe02446-f838-4338-87ab-42dba3909066,TapChanger,,,,,
_25a01756-db45-4046-bf9f-6e57e49605aa,true,1468988,High Tap,_71ce4e72-5bb0-438b-aef1-b3634862eac9,TapChanger,,,,,
_44e01d0c-5234-44f3-a47b-34774b7d8c6b,false,1469006,High Tap,_1e5d1a46-59d1-4d10-8837-6787435cc494,TapChanger,,,,,
_3b523681-e879-48e1-98a9-9cbb9bf5f2b8,true,1469022,High Tap,_c0f0561d-f2b7-4abe-90f2-034955c5748b,TapChanger,,,,,
_97c8041c-9c1b-4744-b177-bb5a7e64e401,true,1469896,High Tap,_afa05349-1bd9-4c82-a03f-b78befaa5da5,TapChanger,_d7343c53-b984-405f-955d-47674baf39e2,1469653,T1,_710d5a29-d53d-4075-b56a-8a4ee24de5f1,Terminal
_9b81ccae-3691-4904-993c-0e0e1314a27a,true,1471215,High Tap,_0a493da2-747f-488b-b3d9-0de03161c04e,TapChanger,,,,,
_d12485bd-9303-4b6a-b978-72c4029a6b69,true,1471221,High Tap,_7de2471b-1766-4e5e-8053-05395805e43b,TapChanger,,,,,
_e7fa2f16-681e-42a5-88db-6ba734728fb6,true,1471245,High Tap,_725657c6-9e96-48aa-b001-3837ef08c2fc,TapChanger,_36a4408e-3f8c-40bc-b806-23cbccf70f3b,1470651,T1,_76c4ec2f-1f33-49cf-a09a-10ef49cdc39b,Terminal
_3f47ffbc-e8d0-48e1-9b66-3e9a02c31841,false,1471294,Low Tap,_68de4432-50ee-4bfc-80b1-86a13753babc,TapChanger,,,,,
_c383ce05-03ed-4085-824c-a42b84ee6479,true,1471298,High Tap,_d20317d7-5762-442a-8a47-85a213102039,TapChanger,_36a4408e-3f8c-40bc-b806-23cbccf70f3b,1470651,T1,_76c4ec2f-1f33-49cf-a09a-10ef49cdc39b,Terminal
_a2c22e15-d4ac-45dc-b5ab-fd231a8c355d,false,1471347,Low Tap,_45874180-01e8-434d-a904-34d5831ec206,TapChanger,,,,,
_4992c336-57a9-403b-8a01-50b2dd39f57a,true,1472311,High Tap,_f8d6f495-c002-456f-926d-3b48914bacb1,TapChanger,_5f930fb8-8b1b-4187-9170-d11cd1ef157f,1471913,T1,_800e5fa1-d752-4355-b784-692d0c68656a,Terminal
_b49fc074-ace0-498d-9308-723e952a386a,true,1472327,High Tap,_a34c01af-9fa8-45b9-a1e5-3b6c5f84333f,TapChanger,_5f930fb8-8b1b-4187-9170-d11cd1ef157f,1471913,T1,_800e5fa1-d752-4355-b784-692d0c68656a,Terminal
_0aec0423-72f4-4324-b70a-218d4f0c3def,true,1474158,High Tap,_1e1e50c4-8eb3-4091-990c-6a3d7f093c56,TapChanger,_75ae4841-915d-42c1-b66f-e30ee970467b,1473568,T1,_0b5af391-e90f-4f08-b179-4104c1438ba6,Terminal
_18a8e0d3-ae09-4168-9393-3e0c546b615d,true,1474174,High Tap,_5463723d-462a-4a41-942f-e0dbf01dfdc9,TapChanger,_0c76eb19-c141-41e2-b3ae-10c6a0759ff7,1473784,T1,_942996a6-d571-42c5-a3ae-fb23d50b7a98,Terminal
_5ffb7658-b14f-437f-ae6e-c6f3a3514922,true,1474190,High Tap,_f2044619-b50f-482e-805f-088bef33f7f9,TapChanger,_0c76eb19-c141-41e2-b3ae-10c6a0759ff7,1473784,T1,_942996a6-d571-42c5-a3ae-fb23d50b7a98,Terminal
_12cd1a05-1ae8-48c9-841d-5a3f6a73873b,true,1474206,High Tap,_f780a76c-bd3c-4059-bf7c-bbd1738f7372,TapChanger,_75ae4841-915d-42c1-b66f-e30ee970467b,1473568,T1,_0b5af391-e90f-4f08-b179-4104c1438ba6,Terminal
_2a30071c-b629-48b5-8086-7525b05b0933,true,1499328,High Tap,_66a437a4-7456-4738-964f-c055a75a1a27,TapChanger,,,,,
_bcc8da45-3884-4fc0-8d4f-e75c37c68bdc,false,1499377,Low Tap,_a8578c76-1c62-4c1d-9e50-e66715e3fc21,TapChanger,,,,,
